Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2	2.5	52	53.762	-0.04807518555512013	0.8071	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2.5	2.5	16	17.382	-0.11952218532947254	0.7357	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	3	193	189.964	0.02287480758156955	0.8099	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	3	121	127.356	-0.07385988200887891	0.5439	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2	3	52	54.5	-0.06774460663583412	0.7309	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2.5	3	16	17.842	-0.15720543819248317	0.6437	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	3	3	4	4.593	-0.19943678355885702	0.7805	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	3.5	159	153.624	0.049623145959611904	0.6323	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	3.5	111	115.361	-0.055595899086760825	0.6578	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2	3.5	52	54.203	-0.05986108008457093	0.7466	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2.5	3.5	16	17.773	-0.15161531704302267	0.6629	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	3	3.5	4	4.584	-0.19660704409481766	0.7819	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	3.5	3.5	2	1.184	0.7563309190331373	0.4391	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1	4	121	123.826	-0.03330722450589455	0.7932	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	1.5	4	93	100.216	-0.10781023927453177	0.4268	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2	4	52	54.216	-0.060207053311061375	0.7549	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	2.5	4	16	17.463	-0.12622951830698545	0.708	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	3	4	4	4.635	-0.212569338850806	0.7723	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	3.5	4	2	1.195	0.7429893817939761	0.4323	Lenient	S2G
EFO_0000731_GCST009158	EFO_0005423_GCST008789	Control	Binary(B)	th	10	4	4	1	0.334	1.5820799921880346	0.2509	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	5	1	3	411	171.933	1.257291918508431	4.290999999999998e-84	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	10	1	3	413	191.767	1.10678730441943	1.022e-68	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	20	1	3	368	188.414	0.9657995986767983	6.872e-49	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	40	1	3	347	161.976	1.0991555981258947	7.202999999999998e-60	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	80	1	3	335	159.786	1.068020086649832	1.111e-54	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	bin	160	1	3	341	158.263	1.1074477292310618	2.5900000000000003e-57	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	1	690	380.764	0.8576992789293856	1.2939999999999998e-75	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	1.5	648	349.335	0.8913826189977231	3.421e-73	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	1.5	307	132.963	1.2072138169583764	2.009e-61	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	2	575	292.73	0.9739913502715246	2.8289999999999994e-75	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	2	307	132.536	1.2118543716392076	2.187e-61	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2	2	136	48.416	1.4900508536956893	2.7700000000000004e-38	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	2.5	476	237.527	1.0028700577649405	3.7739999999999987e-69	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	2.5	302	130.985	1.2051469413346787	6.138000000000001e-63	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2	2.5	136	47.93	1.5046058064061012	6.778999999999999e-41	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2.5	2.5	55	16.276	1.7566854331130362	6.039000000000001e-23	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	3	407	190.182	1.097648087407701	3.2470000000000003e-71	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	3	289	120.935	1.25683765493046	1.6530000000000001e-63	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2	3	136	47.888	1.5058705624143256	8.682000000000001e-42	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2.5	3	55	16.1	1.772370930297405	1.035e-25	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	3	3	17	4.14	2.037832073525739	2.249e-11	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	3.5	340	150.744	1.1734341660784926	9.108e-64	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	3.5	266	107.395	1.3084994185402072	4.409999999999999e-58	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2	3.5	136	47.915	1.5050573777095604	5.763000000000001e-40	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2.5	3.5	55	16.089	1.7733569594419907	2.9230000000000004e-24	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	3	3.5	17	4.356	1.9644588871955195	8.739e-10	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	3.5	3.5	2	0.971	1.0424567992428948	0.2972	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1	4	294	119.168	1.3028192719396579	2.994e-66	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	1.5	4	248	93.55	1.4065305620334536	1.1029999999999997e-62	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2	4	136	48.198	1.49656146401451	6.560000000000001e-42	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	2.5	4	55	16.17	1.7661119398257226	4.544000000000001e-23	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	3	4	17	4.317	1.9774337484509723	1.328e-09	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	3.5	4	2	0.879	1.186064929518683	0.2311	Lenient	S2G
EFO_0009863_GCST007710	EFO_0021898_GCST90269581	Control	Binary(B)	th	10	4	4	1	0.152	2.7178567712185018	0.02903	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	5	1	3	187	200.79	-0.10264915002409154	0.2838	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	10	1	3	354	327.218	0.11349724834746977	0.08256	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	20	1	3	402	355.973	0.175427682244329	0.006039	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	40	1	3	428	348.262	0.29743773226443615	2.215e-06	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	80	1	3	447	305.985	0.546813900569206	7.643e-21	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	bin	160	1	3	511	321.717	0.6675311190277206	1.2380000000000001e-33	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	1	727	612.734	0.24669445689613329	1.79e-08	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	1.5	667	561.904	0.24736309102477108	1.264e-07	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	1.5	229	227.318	0.010635670952377337	0.9005	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	2	570	476.89	0.2573053883833741	7.966e-07	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	2	229	226.78	0.01405418543674412	0.8713	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2	2	66	79.694	-0.2720050862429003	0.09096	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	2.5	451	388.117	0.21663580716338404	0.0002383	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	2.5	226	223.12	0.018502933161600416	0.83	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2	2.5	66	79.028	-0.25989787317493596	0.112	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2.5	2.5	23	24.837	-0.1108570633347379	0.7053	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	3	333	309.889	0.10377063220495333	0.1437	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	3	211	208.004	0.02063172669745851	0.8199	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2	3	66	79.131	-0.2617769645983669	0.103	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2.5	3	23	25.211	-0.13241948298586995	0.6519	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	3	3	6	4.484	0.42017622257781656	0.4796	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	3.5	246	242.618	0.01997172657599653	0.8057	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	3.5	180	182.288	-0.01822268548412173	0.854	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2	3.5	66	79.335	-0.26549145162931576	0.1121	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2.5	3.5	23	25.241	-0.13413520709305013	0.6477	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	3	3.5	6	4.599	0.3836423030033095	0.5072	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	3.5	3.5	1	0.929	0.10624949827943411	0.9407	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1	4	167	190.934	-0.19322592651591122	0.04989	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	1.5	4	133	156.879	-0.23822599871761782	0.03475	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2	4	66	79.23	-0.2635807777550711	0.115	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	2.5	4	23	25.353	-0.1405226090981432	0.6218	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	3	4	6	4.488	0.4188898247744502	0.4632	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	3.5	4	1	0.892	0.1648843847417822	0.9086	Lenient	S2G
EFO_0010156_GCST010572	EFO_0004887_GCST90093316	Control	Binary(B)	th	10	4	4	0	0.354	-inf	0.5588	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	5	1	3	89	143.929	-0.6934800662510587	4.104e-07	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	10	1	3	94	147.941	-0.6542892708552888	2.172e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	20	1	3	96	149.556	-0.6395794797957258	2.614e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	40	1	3	80	134.885	-0.7536580159768073	7.344e-07	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	80	1	3	77	126.592	-0.7172558854021224	4.842e-07	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	bin	160	1	3	71	126.977	-0.8386762681259777	5.192e-08	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	1	193	347.426	-0.8481048762368003	2.4970000000000005e-22	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	1.5	177	311.082	-0.8135455589548168	1.671e-18	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	1.5	63	110.463	-0.8101394806391714	2.701e-07	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	2	150	252.311	-0.7502406041246084	3.539e-12	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	2	63	109.881	-0.802518211474277	2.286e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2	2	21	33.218	-0.6615758857778774	0.02983	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	2.5	122	198.488	-0.7021706411226071	3.426e-09	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	2.5	63	108.81	-0.7883874174167946	1.155e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2	2.5	21	33.129	-0.6577053283855262	0.02884	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2.5	2.5	7	9.612	-0.4574817264101751	0.3939	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	3	100	154.958	-0.6318772387085401	2.591e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	3	60	99.008	-0.72258260117843	2.75e-05	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2	3	21	33.37	-0.6681623586288343	0.02699	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2.5	3	7	9.578	-0.4523695135163099	0.3802	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	3	3	1	2.036	-1.0257375614136082	0.45	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	3.5	74	119.612	-0.6927649584312634	4.554e-06	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	3.5	54	84.79	-0.6509347183482006	0.000273	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2	3.5	21	33.22	-0.6616627454088911	0.02728	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2.5	3.5	7	9.512	-0.4423937930259648	0.4085	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	3	3.5	1	1.972	-0.9796595517158244	0.4778	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	3.5	3.5	1	0.542	0.8836352433082154	0.5384	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1	4	62	93.229	-0.5885105768090181	0.000533	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	1.5	4	49	72.234	-0.5598963134450125	0.003728	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2	4	21	32.838	-0.6449769344877971	0.02825	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	2.5	4	7	9.62	-0.4586819719377131	0.3634	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	3	4	1	2.108	-1.0758748669751277	0.4497	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	3.5	4	1	0.454	1.139235797371172	0.4093	Lenient	S2G
EFO_0008036_GCST90094959	EFO_0600008_GCST90268467	Control	Binary(B)	th	10	4	4	1	0.148	2.7563309190331373	0.02997	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	5	1	3	118	163.778	-0.47295471581338844	0.0001461	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	10	1	3	114	158.089	-0.4717031625500976	5.266e-05	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	20	1	3	102	148.525	-0.542136636340304	2.751e-05	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	40	1	3	93	116.735	-0.32793455972874275	0.01507	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	80	1	3	89	105.916	-0.2510433025962012	0.06393	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	bin	160	1	3	88	111.304	-0.33893001176400506	0.02386	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	1	253	325.867	-0.3651458752670292	9.334e-06	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	1.5	240	302.238	-0.3326506542885155	3.369e-05	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	1.5	89	123.881	-0.4770776927941957	0.0004364	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	2	191	257.518	-0.43110063909557383	1.792e-06	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	2	89	123.745	-0.47549299211422963	0.001259	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2	2	28	42.954	-0.6173656583601885	0.01999	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	2.5	152	210.723	-0.4712764663999815	9.127e-06	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	2.5	87	122.316	-0.49152582723407273	0.0008835	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2	2.5	28	42.361	-0.5973098197145914	0.01695	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2.5	2.5	13	15.942	-0.2943210104084837	0.4504	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	3	119	170.713	-0.5206113519759832	1.083e-05	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	3	79	113.25	-0.5195864918691322	0.0005983	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2	3	28	42.864	-0.6143396591226877	0.01464	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2.5	3	13	15.877	-0.28842671403832953	0.4584	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	3	3	1	3.301	-1.722903138560449	0.2	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	3.5	98	134.686	-0.45874624263443653	0.000628	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	3.5	69	100.136	-0.5372924652562369	0.001166	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2	3.5	28	43.01	-0.6192453041123207	0.01885	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2.5	3.5	13	15.835	-0.2846052441123732	0.4776	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	3	3.5	1	3.388	-1.7604338746701116	0.1842	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	3.5	3.5	0	0.949	-inf	0.3319	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1	4	75	106.754	-0.509327626942395	0.0007973	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	1.5	4	58	86.225	-0.5720533234459191	0.001235	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2	4	28	42.737	-0.6100588118282322	0.01866	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	2.5	4	13	15.794	-0.2808649722221817	0.4902	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	3	4	1	3.356	-1.7467427157777362	0.1938	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	3.5	4	0	1.053	-inf	0.2895	Lenient	S2G
EFO_0009397_GCST90267932	EFO_0010225_GCST90060164	Control	Binary(B)	th	10	4	4	0	0.16	-inf	0.6966	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	5	1	3	216	164.975	0.38878389463689655	1.424e-05	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	10	1	3	204	157.773	0.3707188169274346	5.898e-05	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	20	1	3	235	157.729	0.5752128188573146	7.318e-12	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	40	1	3	283	167.295	0.7584077253318133	1.2130000000000001e-23	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	80	1	3	262	149.399	0.8103963202612061	6.102999999999999e-23	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	bin	160	1	3	196	131.198	0.5791079268545651	1.036e-09	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1	1	493	352.867	0.4824631305191728	7.162e-18	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1	1.5	462	321.057	0.5250633975427283	1.553e-19	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1.5	1.5	155	119.774	0.3719534471226234	0.000571	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1	2	373	265.852	0.48855231064908267	1.971e-14	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1.5	2	155	119.752	0.37221846462376146	0.0008187	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	2	2	45	37.321	0.2699373583471606	0.1782	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1	2.5	297	212.9	0.48028698123583424	1.096e-10	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	1.5	2.5	154	118.109	0.3828114474835814	0.0002183	Lenient	S2G
EFO_0007117_GCST90100572	EFO_0009397_GCST90267931	Control	Binary(B)	th	10	2	2.5	45	37.271	0.27187147361014596	0.1831	Lenient	S2G
