Trait1	Trait2	TestControl	NetColoc	Parameter Tested	Bin Size	T	T*	Observed Size	Expected Size	log2COLOC Score	COLOC P	LenientOrStrict	SNP-to-Gene
EFO_0004343_GCST90103754	EFO_0004343_GCST90103754	Test	Binary(B)	th	10	3	4	8	6.938	0.20548015937570474	0.6764	Lenient	S2G
EFO_0004343_GCST90103754	EFO_0004343_GCST90103754	Test	Binary(B)	th	10	3.5	4	0	1.545	-inf	0.2196	Lenient	S2G
EFO_0004343_GCST90103754	EFO_0004343_GCST90103754	Test	Binary(B)	th	10	4	4	0	0.556	-inf	0.4634	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	5	1	3	615	225.718	1.446064938863767	1.3599999999999995e-177	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	10	1	3	632	231.832	1.4468448416914022	4.535999999999998e-190	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	20	1	3	660	244.291	1.433865310659387	1.0419999999999994e-188	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	40	1	3	661	238.087	1.4731614228490058	8.525999999999997e-211	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	80	1	3	654	230.096	1.5070547318237761	1.5199999999999996e-218	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	bin	160	1	3	615	214.203	1.521607724692307	1.2289999999999996e-200	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	1	1000	428.556	1.2224443592928087	9.095e-239	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	1.5	961	400.714	1.261963515995132	2.9899999999999997e-236	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	1.5	513	175.368	1.5485733075428898	2.6819999999999992e-166	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	2	839	346.202	1.277056751524535	1.6309999999999993e-203	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	2	513	175.086	1.55089509636162	9.043999999999996e-185	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2	2	202	59.415	1.7654561859007436	2.996999999999998e-90	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	2.5	739	286.808	1.365489098353366	1.0949999999999995e-205	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	2.5	507	172.933	1.5517725491936818	1.904999999999999e-185	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2	2.5	202	59.274	1.7688839693762217	4.248999999999998e-84	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2.5	2.5	96	19.783	2.2787731851493542	2.4750000000000003e-69	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	3	611	231.12	1.4025302710288388	9.116999999999997e-171	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	3	474	158.819	1.577503542322333	2.6909999999999988e-179	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2	3	202	59.411	1.7655533158245942	2.790999999999999e-84	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2.5	3	96	19.564	2.294833036045454	3.7959999999999997e-69	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	3	3	39	5.313	2.875875506051265	2.494e-52	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	3.5	493	184.927	1.4146317678732774	3.7409999999999977e-134	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	3.5	412	139.913	1.5581143208372525	5.024999999999997e-141	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2	3.5	202	59.143	1.772075962543652	7.904999999999995e-96	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2.5	3.5	96	19.614	2.291150622894821	1.836e-69	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	3	3.5	39	5.212	2.903565134956201	1.6519999999999997e-52	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	3.5	3.5	16	1.359	3.557454543894696	1.2010000000000002e-38	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1	4	390	146.931	1.4083353112803316	6.633999999999997e-109	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	1.5	4	347	119.897	1.5331401019602384	1.5269999999999993e-113	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2	4	202	59.291	1.7684702584857706	8.962999999999996e-86	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	2.5	4	96	19.741	2.281839333035446	3.86e-74	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	3	4	39	5.345	2.8672122709164825	6.973999999999999e-47	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	3.5	4	16	1.368	3.5479317697761887	3.013000000000001e-36	Lenient	S2G
EFO_0005213_GCST90000654	EFO_0005213_GCST90000654	Test	Binary(B)	th	10	4	4	6	0.37	4.019365324866931	2.421e-20	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	5	1	3	365	164.506	1.1497562598960538	1.19e-68	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	10	1	3	393	184.481	1.0910570740697059	1.6179999999999995e-62	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	20	1	3	378	192.497	0.973550272373086	1.435e-50	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	40	1	3	362	185.325	0.9659321859206272	1.149e-47	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	80	1	3	376	164.97	1.188528969470164	3.2049999999999997e-77	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	bin	160	1	3	369	168.038	1.1348332963034518	4.6769999999999986e-61	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	1	629	347.62	0.855548928419569	6.461e-68	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	1.5	602	322.103	0.9022413892416878	5.893999999999999e-70	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	1.5	310	130.332	1.250076867792087	2.615e-66	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	2	524	273.608	0.9374563980901057	5.657999999999999e-64	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	2	310	129.481	1.259527802659763	6.821999999999999e-67	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2	2	137	45.483	1.5907765724010057	2.421e-46	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	2.5	448	220.397	1.023394145917271	5.52e-68	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	2.5	308	128.631	1.2596919776426556	3.279e-68	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2	2.5	137	45.723	1.5831839225975157	8.091e-50	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2.5	2.5	34	9.612	1.8226261927825602	1.964e-16	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	3	362	171.294	1.0795150789971673	1.9840000000000002e-56	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	3	286	118.786	1.2676503354505746	3.119999999999999e-60	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2	3	137	45.337	1.5954150585806284	2.35e-48	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2.5	3	34	9.378	1.858182562191606	1.708e-17	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	3	3	8	2.836	1.496142467422571	0.002032	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	3.5	311	133.281	1.222443450037764	5.046999999999999e-63	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	3.5	260	103.157	1.3336699006950092	1.3910000000000001e-63	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2	3.5	137	45.756	1.5821430511753425	2.848e-44	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2.5	3.5	34	9.65	1.8169338988696213	3.437e-15	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	3	3.5	8	2.798	1.5156040374973336	0.002419	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	3.5	3.5	2	0.924	1.1140352432460294	0.2599	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1	4	251	104.4	1.26556565226825	2.681e-51	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	1.5	4	221	85.313	1.3732088682534433	3.171e-51	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2	4	137	45.791	1.5810399166348048	9.036e-44	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	2.5	4	34	9.529	1.8351380196375224	1.363e-15	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	3	4	8	2.762	1.534286680404036	0.001318	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	3.5	4	2	0.987	1.0188780102056896	0.2932	Lenient	S2G
EFO_0006525_GCST90179151	EFO_0006525_GCST90179151	Test	Binary(B)	th	10	4	4	1	0.266	1.9105018491608974	0.1557	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	5	1	3	258	216.861	0.2506004417098647	0.002439	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	10	1	3	249	209.537	0.24894072508306894	0.002623	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	20	1	3	219	201.454	0.1204804184085801	0.1684	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	40	1	3	238	202.732	0.23138774621045904	0.007428	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	80	1	3	184	191.703	-0.059167147934296734	0.5208	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	bin	160	1	3	196	194.818	0.00872667450219582	0.9243	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	1	431	358.324	0.2664231929959753	8.416e-06	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	1.5	404	336.357	0.26436201024945366	4.366e-05	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	1.5	180	153.453	0.23020005584461894	0.01671	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	2	346	296.562	0.22243828809285918	0.001374	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	2	180	152.99	0.23455955051217595	0.01161	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2	2	78	62.975	0.3086949070153696	0.04518	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	2.5	292	251.891	0.2131687932313412	0.005544	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	2.5	180	151.316	0.2504323618276737	0.01306	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2	2.5	78	62.873	0.3110335206825447	0.0431	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2.5	2.5	34	22.002	0.6279000744796044	0.007527	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	3	241	209.862	0.19959218694588837	0.01748	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	3	170	142.742	0.25212485460144707	0.01248	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2	3	78	62.856	0.31142365845258285	0.04736	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2.5	3	34	21.883	0.6357242116861352	0.006327	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	3	3	14	6.7	1.0631938264871938	0.005244	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	3.5	197	173.232	0.1854901755000745	0.04792	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	3.5	155	129.177	0.2629189948469007	0.01464	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2	3.5	78	63.182	0.30396051825424397	0.04845	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2.5	3.5	34	21.62	0.6531682232904139	0.006108	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	3	3.5	14	6.748	1.0528949484321253	0.004413	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	3.5	3.5	4	2.296	0.8008773579863994	0.2481	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1	4	171	143.236	0.25560218939329576	0.01365	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	1.5	4	143	114.592	0.319508818119952	0.004666	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2	4	78	63.017	0.30773304921548045	0.05099	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	2.5	4	34	21.768	0.6433258846627476	0.006332	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	3	4	14	6.762	1.049904905826314	0.004044	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	3.5	4	4	2.352	0.7661119398257228	0.283	Lenient	S2G
EFO_0007117_GCST90092504	EFO_0007117_GCST90092504	Test	Binary(B)	th	10	4	4	3	0.962	1.6408537016132012	0.03366	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	5	1	3	404	165.485	1.2876548397292087	3.624999999999998e-92	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	10	1	3	395	162.458	1.281785864524474	3.476999999999998e-91	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	20	1	3	408	166.899	1.2895938415907044	1.816999999999999e-90	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	40	1	3	350	151.923	1.2040146225002801	1.7029999999999999e-68	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	80	1	3	373	142.88	1.3843716449087398	2.833999999999999e-109	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	bin	160	1	3	418	145.724	1.5202644408160828	3.421999999999998e-127	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	1	675	326.54	1.0476277745051161	2.6909999999999984e-105	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	1.5	638	300.275	1.0872720585769724	1.4079999999999992e-117	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	1.5	307	121.897	1.3325760352844285	8.311999999999997e-76	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	2	564	258.625	1.124833422538784	3.366999999999998e-99	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	2	307	122.011	1.3312274346100967	1.2830000000000002e-78	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2	2	129	48.657	1.406651788441759	8.448000000000001e-34	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	2.5	485	211.362	1.1982687241241967	8.392999999999995e-94	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	2.5	305	120.832	1.3358066677504945	1.0649999999999999e-76	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2	2.5	129	48.024	1.425543587458444	1.402e-34	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2.5	2.5	42	13.269	1.6623296798210376	8.908e-16	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	3	402	169.019	1.2500100675297279	3.401999999999998e-85	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	3	288	114.131	1.3353781053007292	6.2939999999999986e-68	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2	3	129	48.383	1.414798933778246	9.729e-35	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2.5	3	42	12.93	1.6996670527432307	9.166e-16	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	3	3	3	2.851	0.07349446144529054	0.9294	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	3.5	316	133.848	1.2393289764773958	6.371000000000001e-64	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	3.5	258	101.922	1.3399055728771985	5.225999999999999e-65	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2	3.5	129	48.045	1.424912861702139	8.724000000000002e-34	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2.5	3.5	42	13.082	1.6828062083467867	2.156e-16	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	3	3.5	3	3.017	-0.008152195763458941	0.9924	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	3.5	3.5	1	0.623	0.6826959316380852	0.6226	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1	4	261	105.454	1.307435987427275	1.1299999999999997e-59	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	1.5	4	225	87.436	1.3636256938578446	1.983e-54	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2	4	129	48.404	1.4141728869675363	4.449000000000001e-37	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	2.5	4	42	13.057	1.6855658691616433	5.581e-16	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	3	4	3	3.017	-0.008152195763458941	0.992	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	3.5	4	1	0.664	0.5907448533151621	0.6776	Lenient	S2G
EFO_0004237_GCST90018847	EFO_0004237_GCST90018847	Test	Binary(B)	th	10	4	4	0	0.184	-inf	0.6731	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	5	1	3	416	152.97	1.4433347845661015	1.600999999999999e-118	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	10	1	3	438	167.746	1.3846525048851437	3.9369999999999977e-113	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	20	1	3	464	172.549	1.4271186926296735	6.216999999999997e-132	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	40	1	3	420	153.304	1.4539939876795904	3.0599999999999984e-121	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	80	1	3	425	150.533	1.4973830504944132	3.2739999999999987e-125	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	bin	160	1	3	417	146.175	1.5123507923529798	6.213999999999996e-146	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	1	708	329.516	1.103400841781372	7.704999999999997e-131	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	1.5	671	305.272	1.1362174969385912	1.866999999999999e-131	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	1.5	364	123.183	1.563135281306521	1.9719999999999991e-125	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	2	589	258.311	1.189158553094806	2.6889999999999982e-117	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	2	364	122.985	1.5654560840079017	7.902999999999996e-122	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2	2	156	41.244	1.9192898664308822	3.4419999999999995e-76	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	2.5	509	209.62	1.2798892842524778	7.658999999999996e-124	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	2.5	362	121.692	1.5727553685311892	1.4819999999999993e-122	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2	2.5	156	41.316	1.9167735372332635	1.002e-78	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2.5	2.5	61	12.204	2.321455157646317	8.454e-49	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	3	420	166.074	1.338563100510053	1.9269999999999987e-99	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	3	334	111.168	1.5871065384257463	1.359999999999999e-117	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2	3	156	41.648	1.905226907120223	4.38e-78	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2.5	3	61	12.363	2.302780373223318	1.261e-48	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	3	3	10	2.707	1.8852332073344857	1.442e-05	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	3.5	354	129.433	1.4515438692012683	8.254999999999996e-103	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	3.5	299	97.01	1.6239401082295055	8.743999999999994e-109	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2	3.5	156	41.218	1.9201996205553538	1.1759999999999996e-83	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2.5	3.5	61	12.387	2.29998241832764	8.235e-43	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	3	3.5	10	2.765	1.85464861442738	4.003e-06	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	3.5	3.5	0	0.459	-inf	0.5078	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1	4	292	100.132	1.5440652674222817	1.491999999999999e-97	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	1.5	4	260	82.728	1.652064013602116	9.542999999999992e-94	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2	4	156	41.251	1.9190450306151245	4.332999999999999e-77	Lenient	S2G
EFO_0021898_GCST90269581	EFO_0021898_GCST90269581	Test	Binary(B)	th	10	2.5	4	61	12.547	2.2814667870657024	4.067e-44	Lenient	S2G
