GeneSet	Tissue	Log10PValue	Tissue.Specific.Genes	fold.change	samples	NotIdentifiedCount
36138231_EFO_0007984_GCST90025961_EFO_0007984	Gallbladder	1.54883653783227e-05	4	0.561325243873424	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Heart Muscle	1.54883653783227e-05	7	0.696817544118733	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Kidney	1.54883653783227e-05	4	0.23985411014176	9	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Liver	3.01374786595489	39	1.86753706729452	10	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Lung	0.383811699130552	13	1.44340776996023	9	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Lymph Node	12.6940906730224	46	3.68870874545393	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Ovary	1.54883653783227e-05	6	0.93266348212815	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Pancreas	1.54883653783227e-05	4	1.1072717139421	2	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Placenta	0.0179080469733793	20	1.12265048774685	8	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Prostate	1.54883653783227e-05	7	0.729144131217025	9	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Rectum	1.54883653783227e-05	4	0.481135923320077	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Salivary Gland	1.54883653783227e-05	1	0.232272514706244	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Seminal Vesicle	1.54883653783227e-05	5	0.587433394751257	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Skeletal Muscle	1.54883653783227e-05	13	0.81331335644818	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Skin	0.835690631204533	32	1.40575365422214	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Small Intestine	1.54883653783227e-05	11	0.653778813452576	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Smooth Muscle	1.54883653783227e-05	1	0.227052907634194	3	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Spleen	9.25100178924739	45	2.98146522975392	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Stomach	1.54883653783227e-05	3	0.36965320938006	4	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Testis	1.54883653783227e-05	77	0.730170612865852	10	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Thyroid Gland	1.54883653783227e-05	11	0.858242457814192	5	0
36138231_EFO_0007984_GCST90025961_EFO_0007984	Tonsil	1.77974359944742	18	2.0666974888067	5	0
