Trait	Log2SizeOE	-logCOLOC p	Test Annotation	Test	TraitC	TraitR	Repeat	SizeOE	Network
EFO_0008036_GCST90094959	0.4945789652472082	12.06053066915647	0.4932151196090601	Network Dilution			2.0	1.408909520319244	PCNet2.0
EFO_0009863_GCST007710	-0.0286239023928226	0.1032533843925944	0.4932151196090601	Network Dilution			2.0	0.9803549517412369	PCNet2.0
EFO_0006501_GCST010538	0.0462756736330262	0.1840239990280145	0.4932151196090601	Network Dilution			2.0	1.0325958275236116	PCNet2.0
EFO_0006525_GCST007459	0.3261954571620419	3.677780705266081	0.4932151196090601	Network Dilution			2.0	1.25370286132715	PCNet2.0
EFO_0007117_GCST90100572	0.078531931267532	0.382056565171027	0.4932151196090601	Network Dilution			2.0	1.0559429790791297	PCNet2.0
EFO_0007117_GCST90092502	0.1055155608944435	0.6432095396482841	0.4932151196090601	Network Dilution			2.0	1.0758787973631188	PCNet2.0
EFO_0007117_GCST90092503	0.2099059257159092	1.7128703792808893	0.4932151196090601	Network Dilution			2.0	1.1566127618222724	PCNet2.0
EFO_0007117_GCST90092505	-0.1223547503909954	0.5681539543012746	0.4932151196090601	Network Dilution			2.0	0.9186869558783635	PCNet2.0
EFO_0007117_GCST90100573	0.1009000461479739	0.5086383061657274	0.4932151196090601	Network Dilution			2.0	1.0724423125120213	PCNet2.0
EFO_0007117_GCST90100574	-0.0600833801029928	0.2623303726433581	0.4932151196090601	Network Dilution			2.0	0.9592086805613311	PCNet2.0
EFO_0007117_GCST90092504	-0.146584134137934	0.8401321529074334	0.4932151196090601	Network Dilution			2.0	0.903386879537466	PCNet2.0
EFO_0005423_GCST008789	0.0620677350104144	0.2633645023131787	0.4932151196090601	Network Dilution			2.0	1.043960940583345	PCNet2.0
EFO_0004343_GCST008996	0.1498243630205544	1.0540392964224314	0.4932151196090601	Network Dilution			2.0	1.1094343987759414	PCNet2.0
EFO_0004343_GCST008998	0.1612924271701221	1.26185391128794	0.4932151196090601	Network Dilution			2.0	1.1182884995588187	PCNet2.0
EFO_0000731_GCST009158	0.0445693335261592	0.2045371056096201	0.4932151196090601	Network Dilution			2.0	1.0313752520997677	PCNet2.0
EFO_0010225_GCST90060151	-0.1332153617063273	0.6447400944726216	0.4932151196090601	Network Dilution			2.0	0.9117970447048727	PCNet2.0
EFO_0010225_GCST90060164	0.3337785608228762	3.075204004202088	0.4932151196090601	Network Dilution			2.0	1.2603099318388593	PCNet2.0
EFO_0004343_GCST90103754	-0.0386194004148542	0.1485581853279449	0.4932151196090601	Network Dilution			2.0	0.9735861835421606	PCNet2.0
EFO_0004887_GCST90093316	0.0004021185878997	0.0014791171649618	0.4932151196090601	Network Dilution			2.0	1.0002787662135348	PCNet2.0
EFO_0010821_GCST90016673	0.4696244809327991	7.316862868516993	0.4932151196090601	Network Dilution			2.0	1.3847489849085832	PCNet2.0
EFO_0004741_GCST90103632	0.208390469610931	1.855425792390384	0.4932151196090601	Network Dilution			2.0	1.1553984541929359	PCNet2.0
EFO_0004237_GCST90018627	-0.1028743802201682	0.4741780478433373	0.4932151196090601	Network Dilution			2.0	0.9311758965756963	PCNet2.0
EFO_0005423_GCST008788	-0.0482860153753596	0.1844222516757327	0.4932151196090601	Network Dilution			2.0	0.9670845853624841	PCNet2.0
EFO_0000731_GCST90018714	0.2383430488695088	2.483332440900957	0.4932151196090601	Network Dilution			2.0	1.1796370569740624	PCNet2.0
EFO_0004343_GCST008997	0.3000628333798363	3.431915668684606	0.4932151196090601	Network Dilution			2.0	1.2311980342744575	PCNet2.0
EFO_0021898_GCST90269581	0.3936632758520169	5.624702261782661	0.4932151196090601	Network Dilution			2.0	1.3137249687524932	PCNet2.0
EFO_0010821_GCST90267352	0.7457981041528605	22.68214551066853	0.4932151196090601	Network Dilution			2.0	1.6769016809079307	PCNet2.0
EFO_0004741_GCST90018728	0.068774992958045	0.3389449151466213	0.4932151196090601	Network Dilution			2.0	1.0488257368132563	PCNet2.0
EFO_0004237_GCST90018847	0.2592565512339568	2.910094888560602	0.4932151196090601	Network Dilution			2.0	1.196861779562486	PCNet2.0
EFO_0000731_GCST90018934	0.187928366786682	1.7223907856959089	0.4932151196090601	Network Dilution			2.0	1.1391268154833623	PCNet2.0
EFO_0009397_GCST90267931	0.1541128158999258	0.8464900106991624	0.4932151196090601	Network Dilution			2.0	1.1127371310264833	PCNet2.0
EFO_0004741_GCST90018948	-0.0114610672864066	0.0474012654702269	0.4932151196090601	Network Dilution			2.0	0.992087265337813	PCNet2.0
EFO_0004343_GCST90278649	0.0380713526193369	0.1762650116012688	0.4932151196090601	Network Dilution			2.0	1.0267403248506217	PCNet2.0
EFO_0006525_GCST90179151	0.3081802971485628	3.514846650096348	0.4932151196090601	Network Dilution			2.0	1.2381450151977227	PCNet2.0
EFO_0009397_GCST90267932	-0.0540999287920294	0.2182446253475311	0.4932151196090601	Network Dilution			2.0	0.9631951756485116	PCNet2.0
EFO_0004741_GCST90278623	0.110342730381308	0.6857113390525023	0.4932151196090601	Network Dilution			2.0	1.0794846512236496	PCNet2.0
EFO_0600008_GCST90268467	-0.0371317205689245	0.1510722867729216	0.4932151196090601	Network Dilution			2.0	0.9745906450067037	PCNet2.0
EFO_0006332_GCST90100525	0.5436189411519643	9.067475502949458	0.4279875569783799	Network Dilution			2.0	1.4576243258487493	PCNet2.0
EFO_0008036_GCST90094960	0.4500591787164379	9.66655272550325	0.4279875569783799	Network Dilution			2.0	1.3660962922745503	PCNet2.0
EFO_0004741_GCST008062	0.0139083358430244	0.0544329465576114	0.4279875569783799	Network Dilution			2.0	1.0096871433170418	PCNet2.0
EFO_0006501_GCST010541	-0.1142873934145812	0.5624079677460387	0.4279875569783799	Network Dilution			2.0	0.9238385199990703	PCNet2.0
EFO_0010156_GCST010572	0.0234413606795105	0.0933956282750196	0.4279875569783799	Network Dilution			2.0	1.0163810347623938	PCNet2.0
EFO_0006501_GCST010536	-0.1474639077016757	0.7713430418910647	0.4279875569783799	Network Dilution			2.0	0.9028361508047696	PCNet2.0
EFO_0005213_GCST009414	0.2067901469593979	1.833273944419948	0.4279875569783799	Network Dilution			2.0	1.1541175284749523	PCNet2.0
EFO_0005213_GCST006366	0.2382953225623673	2.1762650116012687	0.4279875569783799	Network Dilution			2.0	1.17959803362701	PCNet2.0
EFO_0008036_GCST90094959	0.3262212722531531	4.81901441921327	0.4279875569783799	Network Dilution			2.0	1.2537252948576156	PCNet2.0
EFO_0009863_GCST007710	0.020974321335185	0.0735032107267796	0.4279875569783799	Network Dilution			2.0	1.0146444866674422	PCNet2.0
EFO_0005213_GCST90000654	0.3423762102235929	5.103143227262796	0.4279875569783799	Network Dilution			2.0	1.2678430931774756	PCNet2.0
EFO_0006501_GCST010538	-0.0477912527145827	0.1685141607513426	0.4279875569783799	Network Dilution			2.0	0.9674162974594807	PCNet2.0
EFO_0007117_GCST90100572	-0.0268236615235077	0.1034737825104446	0.4279875569783799	Network Dilution			2.0	0.9815790334718452	PCNet2.0
EFO_0007117_GCST90100573	0.0770842702244817	0.3530084625228775	0.4279875569783799	Network Dilution			2.0	1.0548839327990986	PCNet2.0
EFO_0007117_GCST90100574	0.0479601764057334	0.2155966982469915	0.4279875569783799	Network Dilution			2.0	1.0338021991792237	PCNet2.0
EFO_0007117_GCST90092504	-0.072002456303694	0.3351700588569095	0.4279875569783799	Network Dilution			2.0	0.951316656637726	PCNet2.0
EFO_0007117_GCST90092502	-0.0096929956687844	0.0375359539420987	0.4279875569783799	Network Dilution			2.0	0.9933038471992293	PCNet2.0
EFO_0006525_GCST007459	0.3246711916358186	3.744245213356956	0.4279875569783799	Network Dilution			2.0	1.2523789731586201	PCNet2.0
EFO_0007117_GCST90092505	-0.1175857503507541	0.5418155644297373	0.4279875569783799	Network Dilution			2.0	0.9217288097071933	PCNet2.0
EFO_0007117_GCST90092503	0.0231926154129585	0.0911934005943257	0.4279875569783799	Network Dilution			2.0	1.0162058084184629	PCNet2.0
EFO_0000731_GCST009158	-0.0613446553953277	0.2869296741443606	0.4279875569783799	Network Dilution			2.0	0.9583704593961748	PCNet2.0
EFO_0004343_GCST008996	0.2964755391823692	3.082599532044749	0.4279875569783799	Network Dilution			2.0	1.2281404351888934	PCNet2.0
EFO_0010225_GCST90060164	0.3665727754540618	3.7115271994002175	0.4279875569783799	Network Dilution			2.0	1.2892863983968643	PCNet2.0
EFO_0004343_GCST008997	0.0997048694575824	0.5692801121367178	0.4279875569783799	Network Dilution			2.0	1.0715542334388894	PCNet2.0
EFO_0004343_GCST008998	0.1404579803169639	0.9374180157718368	0.4279875569783799	Network Dilution			2.0	1.1022549687204535	PCNet2.0
EFO_0004343_GCST90103754	0.1433019707559013	0.8594919569618205	0.4279875569783799	Network Dilution			2.0	1.104429991409989	PCNet2.0
EFO_0010225_GCST90060151	0.0596314518110876	0.2598742630342694	0.4279875569783799	Network Dilution			2.0	1.0421994884910486	PCNet2.0
EFO_0005423_GCST008788	0.0519147690385406	0.1996266451086505	0.4279875569783799	Network Dilution			2.0	1.0366398570151922	PCNet2.0
EFO_0010821_GCST90016673	0.3032148017682871	3.5813673126459347	0.4279875569783799	Network Dilution			2.0	1.2338908692075679	PCNet2.0
EFO_0004887_GCST90093316	0.0500708568290722	0.2508049577803276	0.4279875569783799	Network Dilution			2.0	1.0353157713102497	PCNet2.0
EFO_0005423_GCST008789	-0.0455407269114467	0.164182645706527	0.4279875569783799	Network Dilution			2.0	0.9689265919531662	PCNet2.0
EFO_0004741_GCST90103632	0.0568605524093773	0.2582970160422601	0.4279875569783799	Network Dilution			2.0	1.0401997183459224	PCNet2.0
EFO_0004237_GCST90018627	0.081759169206354	0.3914739664228058	0.4279875569783799	Network Dilution			2.0	1.0583077155672025	PCNet2.0
EFO_0004741_GCST90018728	0.0589606473697954	0.2980005251103632	0.4279875569783799	Network Dilution			2.0	1.041715013588708	PCNet2.0
EFO_0000731_GCST90018714	0.0450070685408196	0.2194666746835956	0.4279875569783799	Network Dilution			2.0	1.0316882340858589	PCNet2.0
EFO_0004237_GCST90018847	0.2820603979033593	3.264640666998289	0.4279875569783799	Network Dilution			2.0	1.2159301865927434	PCNet2.0
EFO_0004741_GCST90018948	-0.0098529817274504	0.0400051616715838	0.4279875569783799	Network Dilution			2.0	0.9931937019834662	PCNet2.0
EFO_0000731_GCST90018934	-0.0157103242129631	0.069764347233715	0.4279875569783799	Network Dilution			2.0	0.9891695097657591	PCNet2.0
EFO_0006525_GCST90179151	0.0753038778692497	0.3959900675877696	0.4279875569783799	Network Dilution			2.0	1.0535829309578617	PCNet2.0
EFO_0009397_GCST90267932	-0.0946521912226562	0.4188471080337112	0.4279875569783799	Network Dilution			2.0	0.936497993661583	PCNet2.0
EFO_0021898_GCST90269581	0.2613998464748344	2.449160394934215	0.4279875569783799	Network Dilution			2.0	1.1986411816559523	PCNet2.0
EFO_0004741_GCST90278623	0.0606789480060046	0.2926853664112919	0.4279875569783799	Network Dilution			2.0	1.0429564720449567	PCNet2.0
EFO_0600008_GCST90268467	-0.0345828771871473	0.1398417386817217	0.4279875569783799	Network Dilution			2.0	0.9763139992002534	PCNet2.0
EFO_0010821_GCST90267352	0.4726070073850306	7.114073660198569	0.4279875569783799	Network Dilution			2.0	1.3876146788990826	PCNet2.0
EFO_0009397_GCST90267931	0.2284377917166704	1.8190144192132696	0.4279875569783799	Network Dilution			2.0	1.1715656436738728	PCNet2.0
EFO_0004343_GCST90278649	-0.0430120654861585	0.1748336277434503	0.4279875569783799	Network Dilution			2.0	0.9706263522343385	PCNet2.0
EFO_0006501_GCST010536	-0.1565664493779031	0.8477116556169436	0.3771288823978005	Network Dilution			2.0	0.8971577279639609	PCNet2.0
EFO_0006501_GCST010541	-0.0449207465009643	0.186419011431808	0.3771288823978005	Network Dilution			2.0	0.9693430656934306	PCNet2.0
EFO_0006501_GCST010538	-0.2288465596112165	1.3421795439843027	0.3771288823978005	Network Dilution			2.0	0.8533168493123073	PCNet2.0
EFO_0005213_GCST009414	0.2423302919880681	2.4753442876422227	0.3771288823978005	Network Dilution			2.0	1.1829017839165628	PCNet2.0
EFO_0006332_GCST90100525	0.2528544765294115	1.8794260687941504	0.3771288823978005	Network Dilution			2.0	1.1915623765881822	PCNet2.0
EFO_0005213_GCST90000654	0.2440672309518886	2.6738690432892054	0.3771288823978005	Network Dilution			2.0	1.1843268013155137	PCNet2.0
EFO_0005213_GCST006366	0.1350076574598456	0.8253588073395516	0.3771288823978005	Network Dilution			2.0	1.0980986422010288	PCNet2.0
EFO_0008036_GCST90094959	0.1350250706320959	0.9726503922252434	0.3771288823978005	Network Dilution			2.0	1.098111896212209	PCNet2.0
EFO_0006525_GCST007459	0.0265824396922572	0.1100823165637941	0.3771288823978005	Network Dilution			2.0	1.0185963408457133	PCNet2.0
EFO_0010156_GCST010572	-0.0479432291682661	0.2141720800041343	0.3771288823978005	Network Dilution			2.0	0.9673143932106287	PCNet2.0
EFO_0004741_GCST008062	0.0644455146218096	0.3121144751512945	0.3771288823978005	Network Dilution			2.0	1.0456829647837764	PCNet2.0
EFO_0009863_GCST007710	0.0685383241224561	0.2942217871714023	0.3771288823978005	Network Dilution			2.0	1.0486536949057172	PCNet2.0
EFO_0007117_GCST90100572	-0.0502012606303637	0.2121146490590754	0.3771288823978005	Network Dilution			2.0	0.9658015870774618	PCNet2.0
EFO_0007117_GCST90100573	-0.0630397091724508	0.2575891194195074	0.3771288823978005	Network Dilution			2.0	0.9572451103302186	PCNet2.0
EFO_0007117_GCST90100574	-0.0302573700073682	0.1183871275216515	0.3771288823978005	Network Dilution			2.0	0.9792455891980819	PCNet2.0
EFO_0008036_GCST90094960	0.2601864532843599	2.887394998465425	0.3771288823978005	Network Dilution			2.0	1.1976334762509282	PCNet2.0
EFO_0007117_GCST90092502	-0.0850517733160596	0.4296906145641201	0.3771288823978005	Network Dilution			2.0	0.9427507032616134	PCNet2.0
EFO_0005423_GCST008788	-0.0403186169851029	0.1428484973125069	0.3771288823978005	Network Dilution			2.0	0.9724401617786813	PCNet2.0
EFO_0007117_GCST90092503	0.1132794151604425	0.6281935414925841	0.3771288823978005	Network Dilution			2.0	1.0816842392913262	PCNet2.0
EFO_0004343_GCST008997	0.0554255850014524	0.2532101678473877	0.3771288823978005	Network Dilution			2.0	1.0391656047123425	PCNet2.0
EFO_0007117_GCST90092505	-0.1591216900788052	0.8227521637443765	0.3771288823978005	Network Dilution			2.0	0.8955701263393572	PCNet2.0
EFO_0007117_GCST90092504	0.1320394413908111	0.7542406440327231	0.3771288823978005	Network Dilution			2.0	1.0958417249141097	PCNet2.0
EFO_0005423_GCST008789	-0.0485033376595366	0.1821042428382045	0.3771288823978005	Network Dilution			2.0	0.9669389182628016	PCNet2.0
EFO_0004343_GCST008996	0.0607810996731673	0.2892059000696726	0.3771288823978005	Network Dilution			2.0	1.043030322381515	PCNet2.0
EFO_0004343_GCST008998	0.0373875474541106	0.1754836719927909	0.3771288823978005	Network Dilution			2.0	1.0262537882255447	PCNet2.0
EFO_0004343_GCST90103754	-0.0192000836644943	0.067627717852086	0.3771288823978005	Network Dilution			2.0	0.9867796824593587	PCNet2.0
EFO_0000731_GCST009158	0.0307063495020165	0.1320613491092153	0.3771288823978005	Network Dilution			2.0	1.0215121398918103	PCNet2.0
EFO_0010821_GCST90016673	0.4101151231905424	5.744486287180466	0.3771288823978005	Network Dilution			2.0	1.3287918438872675	PCNet2.0
EFO_0010225_GCST90060151	-0.0830944358856208	0.3407495312273391	0.3771288823978005	Network Dilution			2.0	0.9440306228015725	PCNet2.0
EFO_0004887_GCST90093316	-0.0579044636333277	0.243135775939451	0.3771288823978005	Network Dilution			2.0	0.9606584773847352	PCNet2.0
EFO_0010225_GCST90060164	0.1052456035128985	0.4737899961583357	0.3771288823978005	Network Dilution			2.0	1.0756774975438697	PCNet2.0
EFO_0000731_GCST90018714	-0.011874448093226	0.0493917752157692	0.3771288823978005	Network Dilution			2.0	0.9918030395846095	PCNet2.0
EFO_0004237_GCST90018627	-0.0431718924049737	0.1556471036891067	0.3771288823978005	Network Dilution			2.0	0.9705188287300164	PCNet2.0
EFO_0004237_GCST90018847	0.1346217074359267	0.8955128886876049	0.3771288823978005	Network Dilution			2.0	1.097804917954916	PCNet2.0
EFO_0004741_GCST90103632	0.2072482532208399	1.6062493596519196	0.3771288823978005	Network Dilution			2.0	1.154484059447799	PCNet2.0
EFO_0004741_GCST90018948	-0.0533191871236962	0.2397283394579367	0.3771288823978005	Network Dilution			2.0	0.9637165679767913	PCNet2.0
EFO_0004741_GCST90018728	0.1008630481892002	0.5684754158125491	0.3771288823978005	Network Dilution			2.0	1.0724148100485267	PCNet2.0
EFO_0021898_GCST90269581	0.1569725685731181	1.0591350240332784	0.3771288823978005	Network Dilution			2.0	1.114945018943497	PCNet2.0
EFO_0000731_GCST90018934	0.0743301933251131	0.4187331947263294	0.3771288823978005	Network Dilution			2.0	1.0528721006814545	PCNet2.0
EFO_0010821_GCST90267352	0.406499448520522	5.368759219764491	0.3771288823978005	Network Dilution			2.0	1.3254658024009536	PCNet2.0
EFO_0600008_GCST90268467	0.0937295697097904	0.5253467466379373	0.3771288823978005	Network Dilution			2.0	1.0671252887972567	PCNet2.0
EFO_0004343_GCST90278649	0.0959359687119582	0.5377517846450026	0.3771288823978005	Network Dilution			2.0	1.0687585553332632	PCNet2.0
EFO_0009397_GCST90267932	0.0295880546105268	0.1095789811990857	0.3771288823978005	Network Dilution			2.0	1.0207206287639072	PCNet2.0
EFO_0006525_GCST90179151	0.0898872870698592	0.5113083016830594	0.3771288823978005	Network Dilution			2.0	1.0642870300251746	PCNet2.0
EFO_0004741_GCST90278623	0.0712376569349782	0.3719177390093205	0.3771288823978005	Network Dilution			2.0	1.0506175992905922	PCNet2.0
EFO_0009397_GCST90267931	0.2498791613362576	2.0156977680200967	0.3771288823978005	Network Dilution			2.0	1.1891075124002233	PCNet2.0
EFO_0006332_GCST90100525	0.0876613465058006	0.3758210742519776	0.3063233508622137	Network Dilution			2.0	1.062646203001084	PCNet2.0
EFO_0010156_GCST010572	-0.0236432212462682	0.0914077611524305	0.3063233508622137	Network Dilution			2.0	0.9837453243499845	PCNet2.0
EFO_0005213_GCST006366	0.1537786233232454	0.9888526392242024	0.3063233508622137	Network Dilution			2.0	1.1124794012838133	PCNet2.0
EFO_0006501_GCST010541	0.0580523623095001	0.263046046216854	0.3063233508622137	Network Dilution			2.0	1.0410593820271508	PCNet2.0
EFO_0006501_GCST010536	0.0191155555402714	0.0673233413775992	0.3063233508622137	Network Dilution			2.0	1.0133380622442905	PCNet2.0
EFO_0008036_GCST90094960	-0.0658270286698355	0.2947351376825958	0.3063233508622137	Network Dilution			2.0	0.9553974765044914	PCNet2.0
EFO_0004741_GCST008062	0.0491949487115173	0.2363474294354695	0.3063233508622137	Network Dilution			2.0	1.0346873874650666	PCNet2.0
EFO_0005213_GCST009414	0.0014434168696688	0.005550862985964	0.3063233508622137	Network Dilution			2.0	1.001001001001001	PCNet2.0
EFO_0008036_GCST90094959	0.0667720715845803	0.3404640928457835	0.3063233508622137	Network Dilution			2.0	1.0473706420992155	PCNet2.0
EFO_0009863_GCST007710	-0.0353385759708389	0.1240132285715119	0.3063233508622137	Network Dilution			2.0	0.9758027296103383	PCNet2.0
EFO_0006525_GCST007459	-0.025660117493611	0.1013296570344701	0.3063233508622137	Network Dilution			2.0	0.9823710034141419	PCNet2.0
EFO_0007117_GCST90100572	-0.0839746131189507	0.3722246247706969	0.3063233508622137	Network Dilution			2.0	0.9434548525781176	PCNet2.0
EFO_0005213_GCST90000654	0.3032470008295842	3.708631149548417	0.3063233508622137	Network Dilution			2.0	1.2339184083409058	PCNet2.0
EFO_0006501_GCST010538	-0.0978970538881476	0.4145392704914993	0.3063233508622137	Network Dilution			2.0	0.9343940198782728	PCNet2.0
EFO_0007117_GCST90100573	-0.2854861389802537	1.833569886156717	0.3063233508622137	Network Dilution			2.0	0.8204650934962834	PCNet2.0
EFO_0007117_GCST90100574	0.1455730821708978	0.95311480916229	0.3063233508622137	Network Dilution			2.0	1.1061699702786654	PCNet2.0
EFO_0007117_GCST90092503	0.1370507075620044	0.8244881866365523	0.3063233508622137	Network Dilution			2.0	1.0996547990862662	PCNet2.0
EFO_0007117_GCST90092505	0.0945207296363001	0.4736607226101559	0.3063233508622137	Network Dilution			2.0	1.067710650413738	PCNet2.0
EFO_0007117_GCST90092502	-0.3315166579964205	2.733768303310107	0.3063233508622137	Network Dilution			2.0	0.7947006017765741	PCNet2.0
EFO_0007117_GCST90092504	-0.1637708447682145	0.9003193588907499	0.3063233508622137	Network Dilution			2.0	0.8926887533790155	PCNet2.0
EFO_0005423_GCST008788	-0.1101516236582935	0.4052760535902533	0.3063233508622137	Network Dilution			2.0	0.9264906849082389	PCNet2.0
EFO_0004343_GCST90103754	-0.2148820495361858	1.2217040089111662	0.3063233508622137	Network Dilution			2.0	0.8616166000479396	PCNet2.0
EFO_0010225_GCST90060164	0.030297216893842	0.1058501532320779	0.3063233508622137	Network Dilution			2.0	1.0212224912418337	PCNet2.0
EFO_0004343_GCST008998	0.0647545319384191	0.3196644865854368	0.3063233508622137	Network Dilution			2.0	1.0459069682937967	PCNet2.0
EFO_0010225_GCST90060151	-0.1184926258694047	0.5595632338942262	0.3063233508622137	Network Dilution			2.0	0.9211495946941783	PCNet2.0
EFO_0010821_GCST90016673	0.1004188286133098	0.5162701009999763	0.3063233508622137	Network Dilution			2.0	1.0720846541223104	PCNet2.0
EFO_0004887_GCST90093316	-0.0428738082490772	0.1923296987695163	0.3063233508622137	Network Dilution			2.0	0.9707193743521683	PCNet2.0
EFO_0005423_GCST008789	-0.2219492397960965	1.1815761449079212	0.3063233508622137	Network Dilution			2.0	0.8574062033338812	PCNet2.0
EFO_0000731_GCST009158	0.0627063160379878	0.3145269802772407	0.3063233508622137	Network Dilution			2.0	1.044423131963867	PCNet2.0
EFO_0004343_GCST008996	0.0145152393255669	0.0565549509749695	0.3063233508622137	Network Dilution			2.0	1.0101119812314676	PCNet2.0
EFO_0004237_GCST90018627	-0.1122084705064994	0.530177984021837	0.3063233508622137	Network Dilution			2.0	0.9251707305196781	PCNet2.0
EFO_0004343_GCST008997	0.0205528609526382	0.0823894742501326	0.3063233508622137	Network Dilution			2.0	1.0143481177298235	PCNet2.0
EFO_0004741_GCST90103632	0.0544231863388275	0.2471835688117286	0.3063233508622137	Network Dilution			2.0	1.0384438330353605	PCNet2.0
EFO_0000731_GCST90018714	-0.0726334013794278	0.3758210742519776	0.3063233508622137	Network Dilution			2.0	0.9509007008669126	PCNet2.0
EFO_0009397_GCST90267931	0.0572897311997368	0.234033575214286	0.3063233508622137	Network Dilution			2.0	1.0405092072219047	PCNet2.0
EFO_0004237_GCST90018847	0.0301281048269632	0.1254602029289898	0.3063233508622137	Network Dilution			2.0	1.0211027910142954	PCNet2.0
EFO_0004741_GCST90018728	-0.0037791640231936	0.0137210440940087	0.3063233508622137	Network Dilution			2.0	0.9973839110529759	PCNet2.0
EFO_0021898_GCST90269581	-0.0988106251005028	0.4774253673088232	0.3063233508622137	Network Dilution			2.0	0.9338025121565144	PCNet2.0
EFO_0000731_GCST90018934	-0.0015735895205887	0.0062993051796497	0.3063233508622137	Network Dilution			2.0	0.9989098654892605	PCNet2.0
EFO_0006525_GCST90179151	-0.0945665547312863	0.4889191544608815	0.3063233508622137	Network Dilution			2.0	0.9365535846079455	PCNet2.0
EFO_0009397_GCST90267932	-0.2639019314407456	1.6569855028492324	0.3063233508622137	Network Dilution			2.0	0.8328323815248974	PCNet2.0
EFO_0004741_GCST90018948	-0.0573937216255854	0.2614572590712148	0.3063233508622137	Network Dilution			2.0	0.9609986293124814	PCNet2.0
EFO_0010821_GCST90267352	0.3569820475540389	3.979224511806442	0.3063233508622137	Network Dilution			2.0	1.2807439240537064	PCNet2.0
EFO_0004343_GCST90278649	-0.1916691906159448	1.1726307269461749	0.3063233508622137	Network Dilution			2.0	0.8755920795839355	PCNet2.0
EFO_0004741_GCST90278623	0.1221840651218687	0.8477116556169436	0.3063233508622137	Network Dilution			2.0	1.088381293091618	PCNet2.0
EFO_0600008_GCST90268467	-0.161578285106356	1.1240710150770732	0.3063233508622137	Network Dilution			2.0	0.8940464633237758	PCNet2.0
EFO_0006501_GCST010536	0.0307389734000769	0.1177031990623482	0.2480711698331922	Network Dilution			2.0	1.0215352397734745	PCNet2.0
EFO_0006501_GCST010541	-0.0966923279035191	0.4522252946121775	0.2480711698331922	Network Dilution			2.0	0.9351746137384609	PCNet2.0
EFO_0005213_GCST90000654	0.0959452793921484	0.5376020021010439	0.2480711698331922	Network Dilution			2.0	1.0687654527723873	PCNet2.0
EFO_0006501_GCST010538	-0.1245069851903547	0.5987718325018869	0.2480711698331922	Network Dilution			2.0	0.9173174662204041	PCNet2.0
EFO_0006332_GCST90100525	-0.4566173391801616	3.3528127021040106	0.2480711698331922	Network Dilution			2.0	0.7286928099951185	PCNet2.0
EFO_0005213_GCST009414	-0.0962087789313353	0.4829361265173453	0.2480711698331922	Network Dilution			2.0	0.9354881093154644	PCNet2.0
EFO_0005213_GCST006366	-0.0496474611400213	0.1989394701521445	0.2480711698331922	Network Dilution			2.0	0.9661723952397206	PCNet2.0
EFO_0008036_GCST90094959	-0.014577985020263	0.0538426050776276	0.2480711698331922	Network Dilution			2.0	0.9899461916344224	PCNet2.0
EFO_0004741_GCST008062	0.0235370340230628	0.0993598160173996	0.2480711698331922	Network Dilution			2.0	1.0164484390256114	PCNet2.0
EFO_0010156_GCST010572	-0.0503107674946066	0.1999706407558656	0.2480711698331922	Network Dilution			2.0	0.9657282812945415	PCNet2.0
EFO_0008036_GCST90094960	-0.0535268877510701	0.2271650727609818	0.2480711698331922	Network Dilution			2.0	0.9635778344799373	PCNet2.0
EFO_0009863_GCST007710	0.0180109971666934	0.0605306691564698	0.2480711698331922	Network Dilution			2.0	1.012562525735964	PCNet2.0
EFO_0006525_GCST007459	-0.0724041973446727	0.326610421811695	0.2480711698331922	Network Dilution			2.0	0.9510517844882891	PCNet2.0
EFO_0007117_GCST90100573	-0.0328642134062159	0.1242444207419455	0.2480711698331922	Network Dilution			2.0	0.9774777623809058	PCNet2.0
EFO_0007117_GCST90100572	-0.0113475714039343	0.0412450501309106	0.2480711698331922	Network Dilution			2.0	0.9921653152690822	PCNet2.0
EFO_0007117_GCST90100574	-0.0601922010666331	0.2551596032146208	0.2480711698331922	Network Dilution			2.0	0.9591363311920057	PCNet2.0
EFO_0007117_GCST90092504	0.1273772655297795	0.7059749059046773	0.2480711698331922	Network Dilution			2.0	1.0923061470470068	PCNet2.0
EFO_0007117_GCST90092505	0.0563119050180151	0.2265061077290293	0.2480711698331922	Network Dilution			2.0	1.0398042124751143	PCNet2.0
EFO_0007117_GCST90092502	-0.0935824634198838	0.4813544756696885	0.2480711698331922	Network Dilution			2.0	0.937192644582563	PCNet2.0
EFO_0007117_GCST90092503	-0.2860125900491378	2.1714689933548987	0.2480711698331922	Network Dilution			2.0	0.8201657537782112	PCNet2.0
EFO_0005423_GCST008788	0.1076700418358021	0.46167766676856	0.2480711698331922	Network Dilution			2.0	1.0774866853431027	PCNet2.0
EFO_0005423_GCST008789	-0.2131917267124386	1.087087448823903	0.2480711698331922	Network Dilution			2.0	0.8626266982963122	PCNet2.0
EFO_0000731_GCST009158	-0.0053182339430398	0.0194512606402293	0.2480711698331922	Network Dilution			2.0	0.9963204672690276	PCNet2.0
EFO_0004343_GCST008996	0.0270336528831017	0.109132061188559	0.2480711698331922	Network Dilution			2.0	1.018914963958593	PCNet2.0
EFO_0004343_GCST008997	0.0683499114463318	0.3347943715653994	0.2480711698331922	Network Dilution			2.0	1.0485167520714926	PCNet2.0
