Entrez	n_GO_CC	n_GO_MF	n_GO_BP	n_GO
55295	0.0	1.0	0.0	1.0
55296	0.0	2.0	0.0	2.0
55297	5.0	0.0	2.0	7.0
55298	2.0	2.0	2.0	6.0
55299	2.0	3.0	2.0	7.0
55300	8.0	2.0	5.0	15.0
55301	1.0	6.0	2.0	9.0
55303	2.0	1.0	0.0	3.0
55304	2.0	3.0	4.0	9.0
55308	4.0	6.0	4.0	14.0
55311	1.0	4.0	1.0	6.0
55312	3.0	4.0	7.0	14.0
55313	4.0	2.0	0.0	6.0
55314	1.0	2.0	1.0	4.0
55315	6.0	2.0	2.0	10.0
55316	3.0	4.0	2.0	9.0
55317	8.0	1.0	4.0	13.0
55319	3.0	2.0	1.0	6.0
55320	2.0	2.0	2.0	6.0
55321	1.0	0.0	0.0	1.0
55322	0.0	1.0	0.0	1.0
55323	4.0	6.0	4.0	14.0
55324	1.0	4.0	1.0	6.0
55325	3.0	2.0	2.0	7.0
55326	6.0	3.0	6.0	15.0
55327	10.0	4.0	6.0	20.0
55328	2.0	5.0	5.0	12.0
55329	6.0	2.0	5.0	13.0
55330	4.0	1.0	6.0	11.0
55331	3.0	6.0	8.0	17.0
55332	3.0	1.0	3.0	7.0
55333	2.0	1.0	9.0	12.0
55334	6.0	5.0	6.0	17.0
55335	1.0	0.0	0.0	1.0
55336	2.0	1.0	1.0	4.0
55337	5.0	4.0	10.0	19.0
55339	5.0	1.0	3.0	9.0
55340	2.0	2.0	0.0	4.0
55341	6.0	2.0	3.0	11.0
55342	3.0	6.0	2.0	11.0
55343	2.0	2.0	5.0	9.0
55344	1.0	1.0	1.0	3.0
55345	2.0	2.0	1.0	5.0
55346	1.0	1.0	1.0	3.0
55347	3.0	3.0	3.0	9.0
55349	1.0	3.0	2.0	6.0
55351	0.0	4.0	2.0	6.0
55352	4.0	2.0	3.0	9.0
55353	9.0	5.0	6.0	20.0
55355	5.0	4.0	4.0	13.0
55356	2.0	2.0	3.0	7.0
55357	6.0	3.0	2.0	11.0
55359	1.0	4.0	2.0	7.0
55361	17.0	5.0	5.0	27.0
55362	2.0	3.0	1.0	6.0
55363	1.0	1.0	2.0	4.0
55364	3.0	4.0	18.0	25.0
55365	1.0	1.0	1.0	3.0
55366	1.0	3.0	23.0	27.0
55367	7.0	3.0	11.0	21.0
55370	1.0	2.0	1.0	4.0
55374	1.0	2.0	1.0	4.0
55379	7.0	3.0	0.0	10.0
55384	1.0	0.0	2.0	3.0
55388	4.0	6.0	3.0	13.0
55421	6.0	5.0	5.0	16.0
55422	1.0	3.0	2.0	6.0
55423	2.0	1.0	8.0	11.0
55432	2.0	7.0	11.0	20.0
55435	6.0	2.0	7.0	15.0
55437	5.0	3.0	6.0	14.0
55450	4.0	2.0	3.0	9.0
55454	3.0	5.0	6.0	14.0
55466	3.0	6.0	5.0	14.0
55471	3.0	4.0	2.0	9.0
55486	3.0	3.0	11.0	17.0
55500	3.0	3.0	2.0	8.0
55501	2.0	3.0	3.0	8.0
55502	3.0	8.0	8.0	19.0
55503	2.0	5.0	7.0	14.0
55504	2.0	3.0	6.0	11.0
55505	7.0	4.0	5.0	16.0
55506	6.0	7.0	8.0	21.0
55507	4.0	3.0	1.0	8.0
55508	2.0	3.0	3.0	8.0
55509	6.0	6.0	6.0	18.0
55510	0.0	5.0	0.0	5.0
55511	3.0	0.0	1.0	4.0
55512	5.0	9.0	35.0	49.0
55515	1.0	4.0	2.0	7.0
55520	3.0	2.0	2.0	7.0
55521	5.0	4.0	5.0	14.0
55526	2.0	3.0	4.0	9.0
55527	4.0	3.0	6.0	13.0
55529	4.0	2.0	2.0	8.0
55530	3.0	2.0	1.0	6.0
55531	0.0	1.0	0.0	1.0
55532	6.0	4.0	11.0	21.0
55534	3.0	2.0	3.0	8.0
55536	5.0	1.0	2.0	8.0
55539	1.0	1.0	1.0	3.0
55540	4.0	3.0	3.0	10.0
55544	2.0	3.0	8.0	13.0
55552	1.0	3.0	1.0	5.0
55553	4.0	8.0	16.0	28.0
55554	1.0	3.0	1.0	5.0
55556	2.0	4.0	2.0	8.0
55558	2.0	2.0	20.0	24.0
55559	6.0	3.0	3.0	12.0
55561	5.0	5.0	4.0	14.0
55565	1.0	5.0	1.0	7.0
55567	3.0	5.0	2.0	10.0
55568	2.0	3.0	2.0	7.0
55571	3.0	2.0	2.0	7.0
55572	4.0	1.0	1.0	6.0
55573	3.0	1.0	1.0	5.0
55576	4.0	7.0	7.0	18.0
55577	2.0	3.0	4.0	9.0
55578	3.0	2.0	10.0	15.0
55582	5.0	5.0	5.0	15.0
55584	6.0	5.0	13.0	24.0
55585	3.0	3.0	7.0	13.0
55586	3.0	5.0	1.0	9.0
55588	4.0	3.0	4.0	11.0
55589	3.0	5.0	4.0	12.0
55591	7.0	1.0	1.0	9.0
55592	0.0	1.0	0.0	1.0
55593	2.0	4.0	9.0	15.0
55596	5.0	3.0	3.0	11.0
55599	3.0	2.0	2.0	7.0
55600	6.0	4.0	4.0	14.0
55601	3.0	7.0	5.0	15.0
55602	3.0	3.0	5.0	11.0
55603	1.0	3.0	5.0	9.0
55604	9.0	2.0	16.0	27.0
55605	6.0	6.0	1.0	13.0
55607	7.0	2.0	4.0	13.0
55608	1.0	1.0	0.0	2.0
55609	1.0	4.0	2.0	7.0
55610	5.0	2.0	2.0	9.0
55611	4.0	5.0	6.0	15.0
55612	7.0	2.0	18.0	27.0
55613	3.0	4.0	4.0	11.0
55614	8.0	8.0	9.0	25.0
55615	2.0	1.0	11.0	14.0
55616	5.0	3.0	3.0	11.0
55617	0.0	2.0	3.0	5.0
55619	7.0	3.0	6.0	16.0
55620	2.0	2.0	0.0	4.0
55621	2.0	5.0	2.0	9.0
55622	1.0	2.0	1.0	4.0
55623	1.0	2.0	1.0	4.0
55624	2.0	4.0	2.0	8.0
55625	4.0	4.0	14.0	22.0
55626	14.0	6.0	23.0	43.0
55627	8.0	3.0	5.0	16.0
55628	1.0	2.0	1.0	4.0
55629	5.0	1.0	2.0	8.0
55630	4.0	4.0	5.0	13.0
55631	1.0	1.0	0.0	2.0
55632	5.0	3.0	2.0	10.0
55633	0.0	3.0	1.0	4.0
55634	0.0	0.0	1.0	1.0
55635	2.0	2.0	2.0	6.0
55636	4.0	10.0	44.0	58.0
55638	7.0	1.0	2.0	10.0
55640	1.0	2.0	2.0	5.0
55643	2.0	1.0	1.0	4.0
55644	6.0	4.0	2.0	12.0
55646	5.0	7.0	7.0	19.0
55647	5.0	2.0	4.0	11.0
55650	3.0	4.0	2.0	9.0
55651	7.0	6.0	6.0	19.0
55652	3.0	3.0	1.0	7.0
55653	2.0	0.0	0.0	2.0
55654	4.0	2.0	4.0	10.0
55655	5.0	3.0	8.0	16.0
55656	3.0	1.0	3.0	7.0
55657	2.0	5.0	3.0	10.0
55658	4.0	4.0	11.0	19.0
55659	1.0	2.0	1.0	4.0
55660	6.0	2.0	8.0	16.0
55661	2.0	5.0	1.0	8.0
55662	5.0	12.0	4.0	21.0
55663	3.0	4.0	1.0	8.0
55664	4.0	4.0	2.0	10.0
55665	2.0	1.0	1.0	4.0
55666	7.0	8.0	6.0	21.0
55667	8.0	1.0	4.0	13.0
55668	1.0	1.0	0.0	2.0
55669	4.0	4.0	4.0	12.0
55670	3.0	4.0	3.0	10.0
55671	5.0	1.0	2.0	8.0
55672	1.0	1.0	0.0	2.0
55676	2.0	2.0	3.0	7.0
55677	2.0	1.0	6.0	9.0
55679	6.0	1.0	11.0	18.0
55680	3.0	2.0	2.0	7.0
55681	3.0	4.0	8.0	15.0
55683	4.0	0.0	8.0	12.0
55684	4.0	3.0	0.0	7.0
55686	8.0	2.0	5.0	15.0
55687	1.0	3.0	1.0	5.0
55689	4.0	4.0	13.0	21.0
55690	3.0	2.0	3.0	8.0
55691	4.0	1.0	3.0	8.0
55692	2.0	4.0	2.0	8.0
55693	5.0	7.0	7.0	19.0
55695	2.0	2.0	7.0	11.0
55696	7.0	6.0	6.0	19.0
55697	9.0	3.0	4.0	16.0
55698	2.0	2.0	3.0	7.0
55699	2.0	4.0	4.0	10.0
55700	3.0	0.0	1.0	4.0
55701	4.0	1.0	2.0	7.0
55702	2.0	2.0	3.0	7.0
55703	3.0	4.0	5.0	12.0
55704	11.0	14.0	21.0	46.0
55705	4.0	5.0	2.0	11.0
55706	8.0	2.0	8.0	18.0
55707	2.0	0.0	3.0	5.0
55711	2.0	3.0	2.0	7.0
55713	1.0	3.0	1.0	5.0
55714	4.0	3.0	7.0	14.0
55715	2.0	1.0	4.0	7.0
55716	2.0	2.0	8.0	12.0
55717	10.0	1.0	7.0	18.0
55718	3.0	1.0	3.0	7.0
55719	7.0	3.0	8.0	18.0
55720	4.0	5.0	2.0	11.0
55721	0.0	1.0	0.0	1.0
55722	3.0	1.0	4.0	8.0
55723	5.0	3.0	5.0	13.0
55726	6.0	1.0	9.0	16.0
55727	1.0	0.0	2.0	3.0
55728	1.0	6.0	1.0	8.0
55729	5.0	4.0	10.0	19.0
55731	1.0	1.0	0.0	2.0
55732	0.0	1.0	0.0	1.0
55733	4.0	4.0	3.0	11.0
55734	3.0	3.0	2.0	8.0
55735	5.0	1.0	2.0	8.0
55737	20.0	2.0	40.0	62.0
55738	3.0	3.0	4.0	10.0
55739	2.0	3.0	3.0	8.0
55740	8.0	5.0	3.0	16.0
55741	4.0	2.0	11.0	17.0
55742	8.0	4.0	11.0	23.0
55743	2.0	5.0	11.0	18.0
55744	3.0	1.0	2.0	6.0
55745	8.0	0.0	3.0	11.0
55746	7.0	2.0	11.0	20.0
55748	3.0	5.0	1.0	9.0
55749	4.0	7.0	9.0	20.0
55750	8.0	6.0	4.0	18.0
55751	1.0	1.0	1.0	3.0
55752	7.0	4.0	1.0	12.0
55753	3.0	4.0	3.0	10.0
55754	11.0	3.0	8.0	22.0
55755	13.0	8.0	16.0	37.0
55756	4.0	1.0	3.0	8.0
55757	5.0	3.0	4.0	12.0
55758	4.0	2.0	2.0	8.0
55759	4.0	2.0	5.0	11.0
55760	3.0	6.0	0.0	9.0
55761	4.0	1.0	2.0	7.0
55762	1.0	2.0	1.0	4.0
55763	8.0	2.0	11.0	21.0
55764	8.0	1.0	11.0	20.0
55765	4.0	1.0	16.0	21.0
55766	3.0	4.0	1.0	8.0
55768	3.0	3.0	5.0	11.0
55769	1.0	4.0	1.0	6.0
55770	5.0	3.0	8.0	16.0
55771	3.0	0.0	1.0	4.0
55773	4.0	1.0	6.0	11.0
55775	5.0	5.0	3.0	13.0
55776	2.0	0.0	0.0	2.0
55777	6.0	1.0	5.0	12.0
55778	0.0	1.0	0.0	1.0
55779	3.0	2.0	2.0	7.0
55780	1.0	1.0	1.0	3.0
55781	5.0	6.0	7.0	18.0
55783	2.0	1.0	3.0	6.0
55784	4.0	1.0	2.0	7.0
55785	5.0	3.0	5.0	13.0
55786	3.0	3.0	0.0	6.0
55787	2.0	2.0	4.0	8.0
55788	7.0	6.0	4.0	17.0
55789	0.0	1.0	3.0	4.0
55790	2.0	6.0	12.0	20.0
55791	5.0	2.0	2.0	9.0
55793	2.0	5.0	2.0	9.0
55794	6.0	5.0	1.0	12.0
55795	4.0	3.0	14.0	21.0
55796	3.0	3.0	4.0	10.0
55798	1.0	3.0	1.0	5.0
55799	1.0	2.0	2.0	5.0
55800	4.0	6.0	19.0	29.0
55801	3.0	1.0	9.0	13.0
55802	6.0	6.0	6.0	18.0
55803	4.0	8.0	4.0	16.0
55805	1.0	1.0	0.0	2.0
55806	3.0	6.0	3.0	12.0
55808	1.0	3.0	4.0	8.0
55809	6.0	8.0	6.0	20.0
55810	4.0	6.0	8.0	18.0
55811	13.0	6.0	6.0	25.0
55812	7.0	1.0	6.0	14.0
55813	5.0	2.0	1.0	8.0
55814	2.0	2.0	1.0	5.0
55815	3.0	2.0	3.0	8.0
55816	2.0	0.0	5.0	7.0
55818	7.0	7.0	14.0	28.0
55819	2.0	3.0	4.0	9.0
55821	0.0	1.0	1.0	2.0
55823	12.0	7.0	16.0	35.0
55824	2.0	3.0	5.0	10.0
55825	4.0	2.0	2.0	8.0
55827	6.0	2.0	2.0	10.0
55829	8.0	6.0	23.0	37.0
55830	2.0	1.0	0.0	3.0
55831	3.0	2.0	2.0	7.0
55832	12.0	2.0	5.0	19.0
55833	4.0	3.0	1.0	8.0
55835	8.0	7.0	20.0	35.0
55837	2.0	1.0	3.0	6.0
55839	3.0	0.0	2.0	5.0
55840	4.0	2.0	7.0	13.0
55841	2.0	2.0	6.0	10.0
55843	3.0	1.0	4.0	8.0
55844	2.0	2.0	3.0	7.0
55845	5.0	4.0	10.0	19.0
55846	4.0	0.0	5.0	9.0
55847	3.0	6.0	3.0	12.0
55848	1.0	1.0	3.0	5.0
55850	3.0	2.0	6.0	11.0
55851	10.0	3.0	10.0	23.0
55852	4.0	2.0	3.0	9.0
55854	2.0	4.0	3.0	9.0
55856	4.0	5.0	3.0	12.0
55857	3.0	2.0	1.0	6.0
55858	8.0	2.0	7.0	17.0
55859	3.0	3.0	5.0	11.0
55860	6.0	1.0	1.0	8.0
55861	1.0	1.0	1.0	3.0
55862	1.0	3.0	1.0	5.0
55863	2.0	2.0	2.0	6.0
55867	5.0	5.0	6.0	16.0
55869	5.0	8.0	7.0	20.0
55870	5.0	9.0	19.0	33.0
55871	2.0	4.0	1.0	7.0
55872	1.0	6.0	9.0	16.0
55876	2.0	3.0	3.0	8.0
55879	7.0	7.0	7.0	21.0
55884	1.0	0.0	2.0	3.0
55885	2.0	4.0	5.0	11.0
55888	1.0	3.0	1.0	5.0
55889	3.0	0.0	1.0	4.0
55890	6.0	2.0	1.0	9.0
55891	0.0	2.0	1.0	3.0
55892	1.0	4.0	2.0	7.0
55893	5.0	6.0	3.0	14.0
55894	3.0	3.0	7.0	13.0
55897	2.0	7.0	35.0	44.0
55898	5.0	3.0	3.0	11.0
55900	1.0	3.0	1.0	5.0
55901	6.0	2.0	1.0	9.0
55902	3.0	4.0	4.0	11.0
55904	10.0	5.0	8.0	23.0
55905	3.0	3.0	4.0	10.0
55906	5.0	2.0	8.0	15.0
55907	3.0	1.0	1.0	5.0
55908	1.0	2.0	8.0	11.0
55909	2.0	3.0	11.0	16.0
55911	5.0	1.0	4.0	10.0
55914	12.0	4.0	15.0	31.0
55915	5.0	6.0	4.0	15.0
55916	6.0	1.0	2.0	9.0
55917	3.0	2.0	3.0	8.0
55920	9.0	7.0	15.0	31.0
55922	3.0	5.0	2.0	10.0
55924	4.0	2.0	0.0	6.0
55929	8.0	3.0	15.0	26.0
55930	5.0	5.0	2.0	12.0
55937	6.0	3.0	9.0	18.0
55954	2.0	2.0	2.0	6.0
55957	3.0	1.0	1.0	5.0
55958	3.0	2.0	4.0	9.0
55959	6.0	4.0	18.0	28.0
55964	7.0	6.0	1.0	14.0
55966	7.0	3.0	4.0	14.0
55967	4.0	2.0	6.0	12.0
55968	7.0	3.0	8.0	18.0
55969	3.0	2.0	2.0	7.0
55970	3.0	3.0	2.0	8.0
55971	6.0	4.0	7.0	17.0
55972	2.0	0.0	3.0	5.0
55973	2.0	0.0	5.0	7.0
55974	4.0	3.0	3.0	10.0
55975	6.0	3.0	1.0	10.0
55997	4.0	3.0	4.0	11.0
55998	3.0	2.0	3.0	8.0
56000	4.0	2.0	2.0	8.0
56001	5.0	2.0	3.0	10.0
56005	5.0	1.0	10.0	16.0
56006	1.0	2.0	5.0	8.0
56033	2.0	3.0	7.0	12.0
56034	9.0	4.0	18.0	31.0
56052	3.0	2.0	2.0	7.0
56061	0.0	2.0	0.0	2.0
56062	3.0	2.0	1.0	6.0
56063	1.0	1.0	0.0	2.0
56097	1.0	1.0	5.0	7.0
56098	1.0	1.0	5.0	7.0
56099	1.0	1.0	3.0	5.0
56100	1.0	1.0	3.0	5.0
56101	2.0	2.0	4.0	8.0
56102	1.0	1.0	3.0	5.0
56103	1.0	1.0	3.0	5.0
56104	2.0	1.0	3.0	6.0
56105	1.0	1.0	3.0	5.0
56106	1.0	1.0	3.0	5.0
56107	1.0	2.0	3.0	6.0
56108	1.0	1.0	3.0	5.0
56109	1.0	1.0	3.0	5.0
56110	1.0	1.0	3.0	5.0
56111	1.0	2.0	3.0	6.0
56112	1.0	1.0	5.0	7.0
56113	1.0	1.0	3.0	5.0
56114	1.0	1.0	3.0	5.0
56121	2.0	1.0	3.0	6.0
56122	3.0	2.0	5.0	10.0
56123	4.0	1.0	5.0	10.0
56124	1.0	2.0	3.0	6.0
56125	3.0	1.0	6.0	10.0
56126	3.0	1.0	5.0	9.0
56127	3.0	1.0	5.0	9.0
56128	1.0	2.0	3.0	6.0
56129	1.0	1.0	3.0	5.0
56130	3.0	2.0	7.0	12.0
56131	3.0	1.0	6.0	10.0
56132	3.0	2.0	6.0	11.0
56133	3.0	1.0	6.0	10.0
56134	1.0	1.0	3.0	5.0
56135	1.0	1.0	3.0	5.0
56136	1.0	1.0	3.0	5.0
56137	1.0	1.0	3.0	5.0
56138	1.0	1.0	3.0	5.0
56139	2.0	1.0	3.0	6.0
56140	1.0	1.0	3.0	5.0
56141	1.0	2.0	4.0	7.0
56142	2.0	1.0	3.0	6.0
56143	1.0	1.0	3.0	5.0
56144	1.0	3.0	3.0	7.0
56145	1.0	1.0	3.0	5.0
56146	3.0	1.0	3.0	7.0
56147	3.0	1.0	3.0	7.0
56154	2.0	0.0	8.0	10.0
56155	5.0	4.0	10.0	19.0
56156	0.0	2.0	0.0	2.0
56157	0.0	3.0	0.0	3.0
56158	2.0	1.0	2.0	5.0
56159	3.0	1.0	13.0	17.0
56160	5.0	2.0	9.0	16.0
56163	2.0	2.0	1.0	5.0
56164	1.0	3.0	1.0	5.0
56165	3.0	1.0	6.0	10.0
56169	3.0	4.0	3.0	10.0
56171	5.0	6.0	3.0	14.0
56172	4.0	3.0	15.0	22.0
56180	5.0	1.0	3.0	9.0
56181	1.0	1.0	2.0	4.0
56203	4.0	3.0	8.0	15.0
56204	1.0	1.0	0.0	2.0
56241	3.0	1.0	2.0	6.0
56242	1.0	3.0	3.0	7.0
56243	2.0	1.0	1.0	4.0
56244	2.0	1.0	2.0	5.0
56245	1.0	1.0	1.0	3.0
56246	4.0	8.0	5.0	17.0
56252	4.0	2.0	2.0	8.0
56253	2.0	1.0	14.0	17.0
56254	5.0	12.0	10.0	27.0
56255	2.0	1.0	0.0	3.0
56256	1.0	1.0	0.0	2.0
56257	3.0	8.0	8.0	19.0
56259	7.0	2.0	4.0	13.0
56261	1.0	2.0	2.0	5.0
56262	5.0	5.0	14.0	24.0
56265	1.0	2.0	2.0	5.0
56267	2.0	6.0	5.0	13.0
56269	1.0	3.0	0.0	4.0
56270	5.0	4.0	6.0	15.0
56271	6.0	3.0	4.0	13.0
56287	4.0	3.0	5.0	12.0
56288	14.0	5.0	18.0	37.0
56300	5.0	2.0	6.0	13.0
56301	2.0	4.0	10.0	16.0
56302	2.0	4.0	6.0	12.0
56311	2.0	0.0	0.0	2.0
56339	7.0	7.0	26.0	40.0
56341	2.0	9.0	6.0	17.0
56342	3.0	2.0	2.0	7.0
56344	2.0	3.0	2.0	7.0
56413	3.0	3.0	6.0	12.0
56474	3.0	4.0	5.0	12.0
56475	2.0	1.0	2.0	5.0
56477	2.0	2.0	8.0	12.0
56478	8.0	5.0	12.0	25.0
56479	3.0	2.0	2.0	7.0
56521	1.0	1.0	0.0	2.0
56547	2.0	2.0	4.0	8.0
56548	2.0	2.0	4.0	8.0
56603	2.0	7.0	24.0	33.0
56605	3.0	6.0	3.0	12.0
56606	4.0	6.0	7.0	17.0
56616	5.0	1.0	8.0	14.0
56623	9.0	4.0	6.0	19.0
56624	8.0	4.0	11.0	23.0
56647	7.0	3.0	7.0	17.0
56648	4.0	4.0	6.0	14.0
56649	4.0	4.0	7.0	15.0
56650	2.0	1.0	0.0	3.0
56651	1.0	1.0	1.0	3.0
56652	3.0	7.0	5.0	15.0
56654	1.0	1.0	0.0	2.0
56655	4.0	4.0	2.0	10.0
56656	2.0	2.0	3.0	7.0
56658	4.0	4.0	9.0	17.0
56659	1.0	2.0	3.0	6.0
56660	1.0	2.0	3.0	6.0
56666	3.0	1.0	4.0	8.0
56667	5.0	1.0	1.0	7.0
56670	2.0	3.0	8.0	13.0
56672	1.0	1.0	2.0	4.0
56674	2.0	1.0	1.0	4.0
56675	0.0	2.0	1.0	3.0
56676	2.0	6.0	3.0	11.0
56681	3.0	3.0	7.0	13.0
56683	4.0	1.0	2.0	7.0
56704	7.0	3.0	3.0	13.0
56729	6.0	2.0	9.0	17.0
56731	3.0	3.0	2.0	8.0
56751	2.0	4.0	7.0	13.0
56776	13.0	2.0	16.0	31.0
56829	2.0	4.0	5.0	11.0
56832	2.0	2.0	17.0	21.0
56833	2.0	3.0	12.0	17.0
56834	1.0	0.0	5.0	6.0
56848	11.0	8.0	29.0	48.0
56849	2.0	0.0	2.0	4.0
56850	13.0	5.0	6.0	24.0
56851	3.0	3.0	2.0	8.0
56852	9.0	11.0	7.0	27.0
56853	5.0	4.0	12.0	21.0
56882	4.0	2.0	4.0	10.0
56884	1.0	2.0	3.0	6.0
56886	6.0	3.0	5.0	14.0
56888	5.0	2.0	1.0	8.0
56889	1.0	0.0	1.0	2.0
56890	6.0	2.0	2.0	10.0
56891	1.0	2.0	1.0	4.0
56892	7.0	2.0	11.0	20.0
56893	10.0	4.0	7.0	21.0
56894	7.0	2.0	3.0	12.0
56895	4.0	2.0	3.0	9.0
56896	4.0	2.0	4.0	10.0
56897	4.0	8.0	5.0	17.0
56898	3.0	5.0	5.0	13.0
56899	7.0	1.0	1.0	9.0
56900	2.0	2.0	1.0	5.0
56901	1.0	0.0	0.0	1.0
56902	3.0	2.0	0.0	5.0
56903	2.0	4.0	1.0	7.0
56904	4.0	3.0	1.0	8.0
56905	1.0	0.0	0.0	1.0
56906	1.0	4.0	1.0	6.0
56907	8.0	2.0	15.0	25.0
56910	1.0	2.0	0.0	3.0
56911	2.0	1.0	0.0	3.0
56912	7.0	2.0	5.0	14.0
56913	2.0	3.0	4.0	9.0
56914	1.0	1.0	2.0	4.0
56915	10.0	3.0	12.0	25.0
56916	5.0	9.0	6.0	20.0
56917	2.0	6.0	8.0	16.0
56918	1.0	2.0	2.0	5.0
56919	6.0	11.0	6.0	23.0
56920	2.0	4.0	7.0	13.0
56922	5.0	6.0	3.0	14.0
56923	2.0	6.0	17.0	25.0
56924	6.0	5.0	11.0	22.0
56925	2.0	3.0	3.0	8.0
56926	4.0	2.0	5.0	11.0
56927	5.0	1.0	3.0	9.0
56928	11.0	3.0	5.0	19.0
56929	4.0	2.0	4.0	10.0
56931	0.0	6.0	3.0	9.0
56934	1.0	3.0	1.0	5.0
56935	2.0	2.0	1.0	5.0
56937	6.0	3.0	4.0	13.0
56938	7.0	5.0	8.0	20.0
56940	5.0	5.0	14.0	24.0
56941	1.0	3.0	5.0	9.0
56942	1.0	1.0	0.0	2.0
56943	7.0	4.0	12.0	23.0
56944	2.0	0.0	1.0	3.0
56945	4.0	1.0	2.0	7.0
56946	1.0	1.0	3.0	5.0
56947	6.0	3.0	12.0	21.0
56948	1.0	1.0	0.0	2.0
56949	8.0	1.0	6.0	15.0
56950	4.0	8.0	9.0	21.0
56951	1.0	0.0	0.0	1.0
56952	1.0	4.0	1.0	6.0
56953	2.0	4.0	3.0	9.0
56954	6.0	2.0	3.0	11.0
56955	3.0	3.0	2.0	8.0
56956	2.0	5.0	8.0	15.0
56957	3.0	7.0	12.0	22.0
56961	0.0	2.0	0.0	2.0
56963	3.0	3.0	10.0	16.0
56964	1.0	0.0	1.0	2.0
56965	2.0	6.0	3.0	11.0
56967	1.0	0.0	0.0	1.0
56970	4.0	4.0	9.0	17.0
56971	2.0	1.0	1.0	4.0
56975	6.0	9.0	13.0	28.0
56977	3.0	2.0	3.0	8.0
56978	3.0	4.0	3.0	10.0
56979	3.0	10.0	11.0	24.0
56980	3.0	4.0	2.0	9.0
56981	2.0	3.0	7.0	12.0
56983	3.0	5.0	10.0	18.0
56984	3.0	2.0	4.0	9.0
56985	1.0	4.0	0.0	5.0
56986	1.0	1.0	1.0	3.0
56987	2.0	3.0	2.0	7.0
56990	5.0	3.0	4.0	12.0
56992	7.0	6.0	3.0	16.0
56993	4.0	2.0	4.0	10.0
56994	5.0	4.0	5.0	14.0
56995	2.0	1.0	1.0	4.0
56996	3.0	2.0	5.0	10.0
56997	2.0	4.0	2.0	8.0
56998	6.0	3.0	15.0	24.0
56999	6.0	3.0	13.0	22.0
57001	2.0	0.0	3.0	5.0
57002	2.0	1.0	1.0	4.0
57003	6.0	5.0	9.0	20.0
57007	8.0	5.0	13.0	26.0
57010	5.0	3.0	7.0	15.0
57016	4.0	9.0	6.0	19.0
57017	3.0	3.0	2.0	8.0
57018	3.0	2.0	5.0	10.0
57019	5.0	6.0	6.0	17.0
57020	3.0	1.0	3.0	7.0
57026	11.0	7.0	8.0	26.0
57030	8.0	8.0	20.0	36.0
57035	1.0	1.0	1.0	3.0
57037	1.0	3.0	0.0	4.0
57038	2.0	4.0	3.0	9.0
57045	1.0	3.0	17.0	21.0
57047	4.0	3.0	1.0	8.0
57048	5.0	9.0	8.0	22.0
57050	4.0	2.0	3.0	9.0
57053	7.0	4.0	15.0	26.0
57054	3.0	3.0	4.0	10.0
57055	3.0	4.0	5.0	12.0
57057	3.0	6.0	39.0	48.0
57060	4.0	4.0	2.0	10.0
57062	2.0	5.0	1.0	8.0
57082	6.0	1.0	4.0	11.0
57084	5.0	6.0	15.0	26.0
57085	7.0	2.0	3.0	12.0
57088	1.0	6.0	2.0	9.0
57089	4.0	6.0	7.0	17.0
57091	4.0	1.0	8.0	13.0
57092	3.0	1.0	3.0	7.0
57093	1.0	4.0	3.0	8.0
57094	1.0	2.0	1.0	4.0
57095	3.0	0.0	6.0	9.0
57096	3.0	2.0	5.0	10.0
57097	6.0	5.0	6.0	17.0
57099	3.0	1.0	3.0	7.0
57101	3.0	4.0	2.0	9.0
57102	1.0	1.0	1.0	3.0
57103	4.0	2.0	25.0	31.0
57104	8.0	8.0	9.0	25.0
57105	2.0	4.0	3.0	9.0
57106	2.0	2.0	2.0	6.0
57107	3.0	6.0	4.0	13.0
57109	4.0	7.0	4.0	15.0
57110	8.0	7.0	5.0	20.0
57111	7.0	4.0	7.0	18.0
57113	5.0	4.0	3.0	12.0
57115	3.0	5.0	6.0	14.0
57116	1.0	4.0	2.0	7.0
57117	3.0	2.0	3.0	8.0
57118	3.0	5.0	12.0	20.0
57119	5.0	2.0	4.0	11.0
57120	11.0	4.0	6.0	21.0
57121	2.0	2.0	4.0	8.0
57122	8.0	2.0	7.0	17.0
57124	4.0	6.0	9.0	19.0
57125	7.0	1.0	2.0	10.0
57126	7.0	4.0	12.0	23.0
57127	4.0	3.0	3.0	10.0
57128	6.0	2.0	3.0	11.0
57129	3.0	2.0	2.0	7.0
57130	2.0	7.0	6.0	15.0
57132	16.0	4.0	25.0	45.0
57134	3.0	3.0	4.0	10.0
57135	3.0	3.0	4.0	10.0
57136	2.0	3.0	2.0	7.0
57139	2.0	2.0	2.0	6.0
57140	0.0	2.0	1.0	3.0
57142	10.0	4.0	26.0	40.0
57143	2.0	2.0	5.0	9.0
57144	7.0	4.0	13.0	24.0
57146	2.0	1.0	1.0	4.0
57147	4.0	3.0	6.0	13.0
57148	0.0	3.0	2.0	5.0
57149	2.0	0.0	0.0	2.0
57150	1.0	0.0	0.0	1.0
57151	6.0	1.0	5.0	12.0
57152	3.0	3.0	8.0	14.0
57153	6.0	1.0	4.0	11.0
57154	8.0	7.0	21.0	36.0
57156	1.0	2.0	3.0	6.0
57157	2.0	0.0	0.0	2.0
57158	7.0	10.0	5.0	22.0
57159	4.0	4.0	5.0	13.0
57161	1.0	3.0	5.0	9.0
