Entrez	n_GO_CC	n_GO_MF	n_GO_BP	n_GO
51690	12.0	3.0	2.0	17.0
51691	7.0	3.0	1.0	11.0
51692	3.0	5.0	7.0	15.0
51693	9.0	1.0	4.0	14.0
51696	3.0	1.0	2.0	6.0
51699	8.0	2.0	3.0	13.0
51700	4.0	3.0	2.0	9.0
51701	4.0	10.0	11.0	25.0
51702	4.0	4.0	1.0	9.0
51703	8.0	4.0	3.0	15.0
51704	10.0	4.0	7.0	21.0
51705	2.0	0.0	1.0	3.0
51706	7.0	3.0	2.0	12.0
51710	1.0	3.0	1.0	5.0
51714	2.0	2.0	9.0	13.0
51715	10.0	3.0	7.0	20.0
51719	9.0	4.0	11.0	24.0
51720	5.0	6.0	9.0	20.0
51725	2.0	2.0	1.0	5.0
51726	7.0	4.0	5.0	16.0
51727	6.0	8.0	9.0	23.0
51728	4.0	5.0	5.0	14.0
51729	4.0	4.0	3.0	11.0
51733	2.0	2.0	10.0	14.0
51734	4.0	6.0	3.0	13.0
51735	5.0	5.0	5.0	15.0
51738	8.0	5.0	55.0	68.0
51741	9.0	4.0	10.0	23.0
51742	5.0	3.0	14.0	22.0
51744	2.0	3.0	8.0	13.0
51747	5.0	4.0	2.0	11.0
51750	5.0	8.0	16.0	29.0
51751	2.0	0.0	1.0	3.0
51752	9.0	9.0	12.0	30.0
51754	5.0	1.0	2.0	8.0
51755	6.0	8.0	10.0	24.0
51759	5.0	2.0	4.0	11.0
51760	2.0	6.0	6.0	14.0
51761	7.0	8.0	18.0	33.0
51762	11.0	6.0	10.0	27.0
51763	11.0	12.0	35.0	58.0
51764	3.0	2.0	3.0	8.0
51765	10.0	8.0	9.0	27.0
51768	2.0	1.0	3.0	6.0
51773	3.0	4.0	8.0	15.0
51776	3.0	11.0	22.0	36.0
51778	3.0	5.0	6.0	14.0
51780	3.0	5.0	4.0	12.0
51802	1.0	2.0	2.0	5.0
51804	4.0	4.0	33.0	41.0
51805	5.0	7.0	4.0	16.0
51806	2.0	2.0	2.0	6.0
51807	4.0	5.0	3.0	12.0
51808	6.0	4.0	3.0	13.0
51809	4.0	3.0	3.0	10.0
51816	3.0	8.0	3.0	14.0
53335	6.0	5.0	9.0	20.0
53339	5.0	3.0	4.0	12.0
53340	8.0	2.0	4.0	14.0
53342	1.0	3.0	7.0	11.0
53343	6.0	3.0	3.0	12.0
53344	2.0	0.0	0.0	2.0
53345	2.0	3.0	3.0	8.0
53346	1.0	1.0	1.0	3.0
53347	5.0	1.0	2.0	8.0
53349	13.0	6.0	3.0	22.0
53353	2.0	3.0	2.0	7.0
53354	6.0	4.0	2.0	12.0
53358	3.0	3.0	4.0	10.0
53371	4.0	4.0	7.0	15.0
53373	7.0	10.0	6.0	23.0
53405	8.0	3.0	7.0	18.0
53407	4.0	3.0	7.0	14.0
53615	7.0	4.0	18.0	29.0
53616	3.0	3.0	4.0	10.0
53630	1.0	3.0	6.0	10.0
53632	4.0	4.0	7.0	15.0
53635	4.0	0.0	1.0	5.0
53637	1.0	2.0	2.0	5.0
53820	1.0	1.0	7.0	9.0
53822	1.0	2.0	2.0	5.0
53826	4.0	3.0	3.0	10.0
53827	1.0	4.0	4.0	9.0
53828	2.0	2.0	2.0	6.0
53829	2.0	2.0	5.0	9.0
53831	4.0	1.0	2.0	7.0
53832	1.0	2.0	3.0	6.0
53833	1.0	2.0	11.0	14.0
53834	4.0	4.0	7.0	15.0
53836	1.0	1.0	4.0	6.0
53838	4.0	1.0	0.0	5.0
53840	4.0	6.0	9.0	19.0
53841	6.0	4.0	5.0	15.0
53842	2.0	3.0	3.0	8.0
53904	7.0	10.0	8.0	25.0
53905	6.0	9.0	13.0	28.0
53916	5.0	5.0	5.0	15.0
53917	5.0	3.0	2.0	10.0
53918	2.0	3.0	14.0	19.0
53919	2.0	4.0	7.0	13.0
53938	2.0	2.0	3.0	7.0
53940	1.0	3.0	2.0	6.0
53942	5.0	1.0	5.0	11.0
53944	4.0	4.0	5.0	13.0
53947	2.0	4.0	4.0	10.0
53981	5.0	2.0	3.0	10.0
54014	4.0	1.0	3.0	8.0
54020	2.0	1.0	3.0	6.0
54033	3.0	4.0	5.0	12.0
54039	5.0	5.0	4.0	14.0
54059	1.0	3.0	2.0	6.0
54065	2.0	2.0	1.0	5.0
54069	5.0	3.0	4.0	12.0
54084	4.0	1.0	6.0	11.0
54093	2.0	7.0	11.0	20.0
54097	3.0	2.0	3.0	8.0
54101	2.0	4.0	3.0	9.0
54102	4.0	5.0	2.0	11.0
54103	1.0	2.0	2.0	5.0
54106	14.0	5.0	51.0	70.0
54107	6.0	4.0	10.0	20.0
54108	4.0	4.0	5.0	13.0
54112	4.0	3.0	7.0	14.0
54145	5.0	3.0	5.0	13.0
54148	4.0	2.0	1.0	7.0
54149	0.0	0.0	2.0	2.0
54165	5.0	4.0	5.0	14.0
54187	3.0	3.0	3.0	9.0
54205	7.0	4.0	7.0	18.0
54206	4.0	5.0	19.0	28.0
54207	1.0	3.0	5.0	9.0
54209	5.0	23.0	104.0	132.0
54210	3.0	4.0	8.0	15.0
54212	7.0	3.0	1.0	11.0
54221	8.0	5.0	1.0	14.0
54328	1.0	2.0	4.0	7.0
54329	2.0	2.0	2.0	6.0
54331	4.0	2.0	5.0	11.0
54332	6.0	1.0	5.0	12.0
54344	5.0	2.0	7.0	14.0
54345	3.0	5.0	22.0	30.0
54346	2.0	1.0	1.0	4.0
54360	1.0	1.0	8.0	10.0
54361	10.0	4.0	59.0	73.0
54363	3.0	3.0	4.0	10.0
54386	9.0	4.0	18.0	31.0
54407	7.0	9.0	26.0	42.0
54413	10.0	6.0	22.0	38.0
54414	3.0	3.0	2.0	8.0
54429	2.0	4.0	3.0	9.0
54431	4.0	9.0	7.0	20.0
54432	8.0	2.0	1.0	11.0
54433	7.0	4.0	2.0	13.0
54434	6.0	6.0	6.0	18.0
54436	1.0	0.0	1.0	2.0
54437	1.0	2.0	9.0	12.0
54438	1.0	3.0	0.0	4.0
54439	3.0	2.0	1.0	6.0
54440	2.0	0.0	17.0	19.0
54441	1.0	0.0	0.0	1.0
54442	4.0	4.0	2.0	10.0
54443	7.0	2.0	8.0	17.0
54453	3.0	4.0	5.0	12.0
54454	2.0	5.0	1.0	8.0
54455	1.0	2.0	0.0	3.0
54456	3.0	5.0	6.0	14.0
54457	2.0	3.0	4.0	9.0
54458	2.0	1.0	0.0	3.0
54460	2.0	2.0	2.0	6.0
54461	4.0	2.0	5.0	11.0
54462	2.0	1.0	1.0	4.0
54463	5.0	3.0	7.0	15.0
54464	8.0	6.0	10.0	24.0
54465	3.0	2.0	5.0	10.0
54466	2.0	2.0	3.0	7.0
54467	2.0	4.0	3.0	9.0
54468	6.0	1.0	5.0	12.0
54469	2.0	5.0	5.0	12.0
54470	2.0	0.0	0.0	2.0
54471	2.0	4.0	4.0	10.0
54472	11.0	9.0	11.0	31.0
54474	4.0	2.0	5.0	11.0
54475	2.0	0.0	11.0	13.0
54476	3.0	3.0	6.0	12.0
54477	5.0	5.0	2.0	12.0
54478	2.0	1.0	2.0	5.0
54480	3.0	2.0	1.0	6.0
54482	0.0	3.0	1.0	4.0
54487	9.0	8.0	3.0	20.0
54490	4.0	1.0	4.0	9.0
54491	3.0	1.0	0.0	4.0
54492	3.0	3.0	3.0	9.0
54494	1.0	0.0	0.0	1.0
54495	5.0	3.0	1.0	9.0
54496	4.0	8.0	6.0	18.0
54497	7.0	1.0	4.0	12.0
54498	4.0	4.0	4.0	12.0
54499	5.0	3.0	4.0	12.0
54502	3.0	6.0	8.0	17.0
54503	4.0	3.0	3.0	10.0
54504	1.0	1.0	1.0	3.0
54505	3.0	10.0	3.0	16.0
54507	4.0	2.0	5.0	11.0
54509	5.0	3.0	4.0	12.0
54510	1.0	2.0	3.0	6.0
54511	5.0	2.0	2.0	9.0
54512	11.0	3.0	15.0	29.0
54514	6.0	5.0	9.0	20.0
54516	2.0	1.0	1.0	4.0
54517	1.0	3.0	8.0	12.0
54518	6.0	1.0	3.0	10.0
54520	2.0	1.0	3.0	6.0
54521	4.0	1.0	0.0	5.0
54522	2.0	0.0	1.0	3.0
54529	1.0	2.0	3.0	6.0
54531	4.0	4.0	2.0	10.0
54532	3.0	1.0	7.0	11.0
54534	4.0	0.0	1.0	5.0
54535	3.0	1.0	2.0	6.0
54536	6.0	1.0	7.0	14.0
54537	6.0	1.0	7.0	14.0
54538	4.0	3.0	6.0	13.0
54539	3.0	1.0	3.0	7.0
54540	5.0	1.0	0.0	6.0
54541	3.0	2.0	17.0	22.0
54542	4.0	7.0	17.0	28.0
54543	3.0	2.0	6.0	11.0
54544	0.0	1.0	0.0	1.0
54545	4.0	1.0	1.0	6.0
54546	2.0	6.0	7.0	15.0
54549	2.0	1.0	4.0	7.0
54550	4.0	4.0	6.0	14.0
54551	4.0	2.0	8.0	14.0
54552	5.0	3.0	8.0	16.0
54554	1.0	1.0	1.0	3.0
54555	2.0	5.0	3.0	10.0
54556	6.0	9.0	10.0	25.0
54557	2.0	2.0	1.0	5.0
54558	2.0	1.0	3.0	6.0
54566	6.0	2.0	5.0	13.0
54567	2.0	4.0	35.0	41.0
54575	2.0	4.0	5.0	11.0
54576	2.0	7.0	11.0	20.0
54577	2.0	6.0	9.0	17.0
54578	3.0	3.0	2.0	8.0
54579	2.0	2.0	1.0	5.0
54581	2.0	1.0	1.0	4.0
54583	6.0	7.0	17.0	30.0
54584	0.0	1.0	0.0	1.0
54585	4.0	4.0	4.0	12.0
54586	3.0	0.0	3.0	6.0
54587	6.0	2.0	3.0	11.0
54596	2.0	2.0	1.0	5.0
54600	2.0	4.0	7.0	13.0
54602	8.0	2.0	8.0	18.0
54606	4.0	7.0	5.0	16.0
54617	7.0	9.0	25.0	41.0
54619	3.0	1.0	2.0	6.0
54620	2.0	5.0	5.0	12.0
54621	2.0	1.0	1.0	4.0
54622	1.0	4.0	1.0	6.0
54623	6.0	3.0	13.0	22.0
54625	5.0	6.0	7.0	18.0
54626	2.0	5.0	4.0	11.0
54627	5.0	1.0	5.0	11.0
54629	1.0	7.0	2.0	10.0
54657	2.0	3.0	4.0	9.0
54658	6.0	6.0	21.0	33.0
54659	2.0	4.0	8.0	14.0
54660	1.0	1.0	3.0	5.0
54662	2.0	3.0	2.0	7.0
54663	4.0	1.0	4.0	9.0
54664	4.0	3.0	10.0	17.0
54665	1.0	2.0	2.0	5.0
54674	3.0	0.0	1.0	4.0
54675	2.0	4.0	4.0	10.0
54676	2.0	5.0	2.0	9.0
54677	4.0	1.0	8.0	13.0
54680	3.0	6.0	4.0	13.0
54681	2.0	5.0	2.0	9.0
54682	2.0	1.0	0.0	3.0
54700	3.0	3.0	12.0	18.0
54704	3.0	5.0	3.0	11.0
54707	1.0	4.0	1.0	6.0
54708	5.0	4.0	5.0	14.0
54714	4.0	4.0	4.0	12.0
54715	5.0	4.0	7.0	16.0
54716	2.0	8.0	11.0	21.0
54718	1.0	1.0	2.0	4.0
54726	2.0	5.0	8.0	15.0
54729	2.0	2.0	3.0	7.0
54732	11.0	2.0	5.0	18.0
54733	2.0	2.0	2.0	6.0
54734	6.0	3.0	6.0	15.0
54737	8.0	3.0	5.0	16.0
54738	3.0	4.0	6.0	13.0
54739	4.0	3.0	3.0	10.0
54741	4.0	2.0	5.0	11.0
54742	4.0	0.0	1.0	5.0
54749	3.0	5.0	2.0	10.0
54751	7.0	3.0	3.0	13.0
54752	1.0	1.0	0.0	2.0
54753	0.0	3.0	1.0	4.0
54756	4.0	1.0	3.0	8.0
54757	5.0	2.0	6.0	13.0
54758	0.0	1.0	0.0	1.0
54760	4.0	2.0	7.0	13.0
54762	3.0	3.0	3.0	9.0
54763	3.0	2.0	5.0	10.0
54764	5.0	7.0	10.0	22.0
54765	1.0	3.0	8.0	12.0
54766	3.0	1.0	4.0	8.0
54768	3.0	0.0	5.0	8.0
54769	1.0	4.0	1.0	6.0
54776	2.0	4.0	1.0	7.0
54777	1.0	0.0	2.0	3.0
54778	6.0	5.0	8.0	19.0
54780	5.0	1.0	5.0	11.0
54784	4.0	7.0	7.0	18.0
54785	2.0	2.0	4.0	8.0
54788	4.0	1.0	4.0	9.0
54790	1.0	5.0	10.0	16.0
54793	0.0	4.0	3.0	7.0
54795	8.0	7.0	27.0	42.0
54796	3.0	3.0	5.0	11.0
54797	3.0	2.0	5.0	10.0
54798	2.0	2.0	4.0	8.0
54799	4.0	6.0	11.0	21.0
54800	6.0	1.0	4.0	11.0
54801	4.0	3.0	4.0	11.0
54802	2.0	4.0	2.0	8.0
54805	3.0	2.0	3.0	8.0
54806	9.0	2.0	23.0	34.0
54807	1.0	2.0	1.0	4.0
54808	3.0	2.0	2.0	7.0
54809	3.0	1.0	2.0	6.0
54810	2.0	3.0	1.0	6.0
54811	1.0	3.0	2.0	6.0
54812	7.0	2.0	2.0	11.0
54814	3.0	2.0	1.0	6.0
54815	4.0	4.0	8.0	16.0
54816	1.0	3.0	2.0	6.0
54819	0.0	3.0	0.0	3.0
54820	9.0	4.0	13.0	26.0
54821	3.0	7.0	3.0	13.0
54822	2.0	7.0	8.0	17.0
54823	1.0	0.0	0.0	1.0
54825	7.0	3.0	6.0	16.0
54826	0.0	1.0	1.0	2.0
54827	1.0	1.0	1.0	3.0
54828	7.0	8.0	19.0	34.0
54829	4.0	2.0	4.0	10.0
54830	1.0	2.0	2.0	5.0
54831	3.0	3.0	4.0	10.0
54832	12.0	0.0	7.0	19.0
54834	1.0	1.0	1.0	3.0
54836	4.0	2.0	3.0	9.0
54838	1.0	2.0	3.0	6.0
54839	3.0	0.0	0.0	3.0
54840	5.0	13.0	3.0	21.0
54841	3.0	1.0	0.0	4.0
54842	2.0	1.0	1.0	4.0
54843	6.0	6.0	4.0	16.0
54845	4.0	2.0	4.0	10.0
54847	1.0	3.0	1.0	5.0
54848	2.0	1.0	0.0	3.0
54849	0.0	1.0	3.0	4.0
54850	2.0	1.0	2.0	5.0
54851	1.0	1.0	3.0	5.0
54852	1.0	3.0	1.0	5.0
54853	3.0	1.0	2.0	6.0
54854	0.0	2.0	1.0	3.0
54855	4.0	3.0	3.0	10.0
54856	3.0	1.0	2.0	6.0
54857	4.0	3.0	3.0	10.0
54858	1.0	1.0	2.0	4.0
54859	3.0	1.0	4.0	8.0
54860	1.0	1.0	1.0	3.0
54861	1.0	4.0	3.0	8.0
54862	7.0	5.0	3.0	15.0
54863	5.0	2.0	0.0	7.0
54865	1.0	2.0	0.0	3.0
54866	1.0	1.0	3.0	5.0
54867	5.0	0.0	1.0	6.0
54868	2.0	1.0	1.0	4.0
54869	5.0	5.0	3.0	13.0
54870	4.0	2.0	7.0	13.0
54872	3.0	3.0	2.0	8.0
54873	3.0	1.0	1.0	5.0
54874	6.0	4.0	10.0	20.0
54875	6.0	3.0	2.0	11.0
54876	2.0	1.0	1.0	4.0
54877	1.0	3.0	0.0	4.0
54878	2.0	4.0	4.0	10.0
54879	1.0	0.0	1.0	2.0
54880	3.0	8.0	10.0	21.0
54881	5.0	1.0	0.0	6.0
54882	1.0	2.0	1.0	4.0
54883	5.0	1.0	1.0	7.0
54884	4.0	1.0	1.0	6.0
54885	1.0	3.0	3.0	7.0
54886	3.0	3.0	4.0	10.0
54887	1.0	3.0	0.0	4.0
54888	8.0	4.0	11.0	23.0
54890	5.0	5.0	7.0	17.0
54891	3.0	0.0	13.0	16.0
54892	6.0	3.0	8.0	17.0
54893	2.0	0.0	0.0	2.0
54894	3.0	5.0	6.0	14.0
54896	3.0	3.0	5.0	11.0
54897	5.0	4.0	3.0	12.0
54898	2.0	3.0	9.0	14.0
54899	8.0	2.0	7.0	17.0
54900	4.0	3.0	8.0	15.0
54901	4.0	5.0	3.0	12.0
54902	5.0	1.0	2.0	8.0
54903	7.0	1.0	18.0	26.0
54904	3.0	6.0	5.0	14.0
54905	6.0	8.0	5.0	19.0
54906	2.0	1.0	1.0	4.0
54908	5.0	3.0	6.0	14.0
54910	4.0	3.0	11.0	18.0
54913	5.0	4.0	3.0	12.0
54914	2.0	1.0	1.0	4.0
54915	3.0	5.0	12.0	20.0
54916	1.0	0.0	0.0	1.0
54918	6.0	1.0	3.0	10.0
54919	2.0	1.0	3.0	6.0
54920	3.0	9.0	2.0	14.0
54921	2.0	3.0	4.0	9.0
54922	4.0	3.0	10.0	17.0
54923	2.0	2.0	9.0	13.0
54925	1.0	5.0	1.0	7.0
54926	1.0	4.0	4.0	9.0
54927	8.0	3.0	3.0	14.0
54928	8.0	4.0	7.0	19.0
54929	1.0	1.0	5.0	7.0
54930	4.0	3.0	3.0	10.0
54931	7.0	8.0	7.0	22.0
54932	0.0	4.0	1.0	5.0
54933	1.0	1.0	1.0	3.0
54934	6.0	1.0	7.0	14.0
54935	2.0	5.0	3.0	10.0
54936	7.0	6.0	5.0	18.0
54937	3.0	5.0	4.0	12.0
54938	2.0	5.0	2.0	9.0
54939	5.0	1.0	0.0	6.0
54940	4.0	1.0	4.0	9.0
54941	3.0	5.0	6.0	14.0
54942	6.0	3.0	3.0	12.0
54943	0.0	1.0	0.0	1.0
54946	2.0	2.0	2.0	6.0
54947	6.0	9.0	3.0	18.0
54948	3.0	2.0	1.0	6.0
54949	4.0	1.0	7.0	12.0
54951	2.0	1.0	0.0	3.0
54952	2.0	3.0	1.0	6.0
54953	1.0	0.0	1.0	2.0
54954	1.0	1.0	0.0	2.0
54955	5.0	1.0	1.0	7.0
54956	6.0	10.0	9.0	25.0
54957	5.0	1.0	2.0	8.0
54958	1.0	1.0	0.0	2.0
54959	9.0	1.0	8.0	18.0
54960	7.0	1.0	1.0	9.0
54961	3.0	6.0	3.0	12.0
54962	5.0	2.0	9.0	16.0
54963	3.0	3.0	4.0	10.0
54964	2.0	2.0	1.0	5.0
54965	1.0	0.0	1.0	2.0
54967	0.0	1.0	0.0	1.0
54968	5.0	2.0	3.0	10.0
54969	3.0	6.0	6.0	15.0
54970	2.0	0.0	2.0	4.0
54971	2.0	2.0	4.0	8.0
54972	7.0	2.0	5.0	14.0
54973	6.0	2.0	3.0	11.0
54974	4.0	9.0	7.0	20.0
54976	2.0	1.0	5.0	8.0
54977	2.0	1.0	3.0	6.0
54978	7.0	2.0	3.0	12.0
54979	3.0	7.0	4.0	14.0
54980	2.0	1.0	0.0	3.0
54981	2.0	5.0	3.0	10.0
54982	8.0	4.0	8.0	20.0
54984	7.0	4.0	14.0	25.0
54985	2.0	0.0	0.0	2.0
54986	0.0	3.0	8.0	11.0
54987	0.0	2.0	1.0	3.0
54988	1.0	7.0	2.0	10.0
54989	1.0	3.0	1.0	5.0
54991	1.0	0.0	0.0	1.0
54993	1.0	3.0	3.0	7.0
54994	6.0	2.0	4.0	12.0
54995	2.0	1.0	4.0	7.0
54996	3.0	6.0	4.0	13.0
54997	8.0	6.0	13.0	27.0
54998	6.0	1.0	3.0	10.0
55002	1.0	1.0	2.0	4.0
55003	1.0	1.0	5.0	7.0
55004	10.0	4.0	14.0	28.0
55005	1.0	1.0	2.0	4.0
55006	3.0	4.0	4.0	11.0
55007	1.0	2.0	0.0	3.0
55008	3.0	1.0	4.0	8.0
55009	3.0	0.0	0.0	3.0
55010	3.0	2.0	2.0	7.0
55011	7.0	6.0	12.0	25.0
55012	4.0	2.0	10.0	16.0
55013	7.0	1.0	3.0	11.0
55014	14.0	5.0	10.0	29.0
55015	3.0	2.0	1.0	6.0
55016	12.0	3.0	3.0	18.0
55017	2.0	1.0	0.0	3.0
55020	1.0	0.0	0.0	1.0
55022	1.0	1.0	20.0	22.0
55023	1.0	3.0	13.0	17.0
55024	1.0	6.0	11.0	18.0
55026	1.0	0.0	1.0	2.0
55027	0.0	1.0	3.0	4.0
55028	2.0	2.0	1.0	5.0
55030	0.0	1.0	0.0	1.0
55031	5.0	5.0	15.0	25.0
55032	1.0	2.0	2.0	5.0
55033	1.0	3.0	0.0	4.0
55034	2.0	6.0	3.0	11.0
55035	2.0	2.0	2.0	6.0
55036	4.0	1.0	14.0	19.0
55037	6.0	4.0	2.0	12.0
55038	4.0	2.0	0.0	6.0
55039	1.0	3.0	2.0	6.0
55040	11.0	4.0	1.0	16.0
55041	1.0	2.0	1.0	4.0
55048	4.0	2.0	8.0	14.0
55049	0.0	1.0	0.0	1.0
55051	4.0	2.0	9.0	15.0
55052	4.0	4.0	2.0	10.0
55054	9.0	4.0	14.0	27.0
55055	4.0	1.0	3.0	8.0
55057	0.0	1.0	0.0	1.0
55061	2.0	0.0	5.0	7.0
55062	11.0	6.0	9.0	26.0
55063	2.0	3.0	6.0	11.0
55064	1.0	1.0	1.0	3.0
55065	1.0	3.0	3.0	7.0
55066	4.0	1.0	2.0	7.0
55068	3.0	4.0	1.0	8.0
55069	1.0	1.0	0.0	2.0
55070	4.0	4.0	3.0	11.0
55072	4.0	10.0	10.0	24.0
55074	3.0	2.0	8.0	13.0
55075	6.0	3.0	3.0	12.0
55076	1.0	1.0	0.0	2.0
55079	1.0	5.0	16.0	22.0
55080	4.0	3.0	3.0	10.0
55081	10.0	2.0	13.0	25.0
55082	3.0	2.0	0.0	5.0
55083	2.0	3.0	4.0	9.0
55084	1.0	2.0	6.0	9.0
55086	2.0	3.0	2.0	7.0
55088	1.0	1.0	3.0	5.0
55089	2.0	7.0	6.0	15.0
55090	3.0	2.0	3.0	8.0
55092	2.0	2.0	1.0	5.0
55093	2.0	3.0	1.0	6.0
55094	3.0	1.0	1.0	5.0
55095	3.0	4.0	1.0	8.0
55100	3.0	1.0	0.0	4.0
55101	1.0	0.0	2.0	3.0
55102	4.0	2.0	6.0	12.0
55103	2.0	2.0	2.0	6.0
55105	3.0	1.0	0.0	4.0
55106	2.0	4.0	3.0	9.0
55107	8.0	10.0	14.0	32.0
55108	1.0	1.0	0.0	2.0
55109	3.0	2.0	5.0	10.0
55110	9.0	2.0	6.0	17.0
55111	4.0	1.0	3.0	8.0
55112	10.0	3.0	3.0	16.0
55113	2.0	1.0	7.0	10.0
55114	4.0	3.0	6.0	13.0
55116	2.0	0.0	1.0	3.0
55117	2.0	6.0	7.0	15.0
55118	1.0	2.0	1.0	4.0
55119	1.0	1.0	2.0	4.0
55120	8.0	5.0	6.0	19.0
55122	6.0	6.0	20.0	32.0
55124	8.0	6.0	14.0	28.0
55125	7.0	3.0	5.0	15.0
55127	8.0	3.0	3.0	14.0
55128	7.0	9.0	9.0	25.0
55129	3.0	3.0	5.0	11.0
55130	2.0	1.0	6.0	9.0
55131	2.0	1.0	2.0	5.0
55132	3.0	2.0	1.0	6.0
55133	0.0	2.0	2.0	4.0
55135	7.0	8.0	14.0	29.0
55137	4.0	4.0	3.0	11.0
55138	0.0	1.0	0.0	1.0
55139	2.0	2.0	2.0	6.0
55140	5.0	7.0	7.0	19.0
55142	4.0	2.0	4.0	10.0
55143	11.0	1.0	13.0	25.0
55144	5.0	2.0	6.0	13.0
55145	6.0	9.0	7.0	22.0
55146	5.0	2.0	2.0	9.0
55147	2.0	3.0	4.0	9.0
55148	0.0	3.0	2.0	5.0
55149	3.0	9.0	2.0	14.0
55150	0.0	1.0	0.0	1.0
55151	3.0	3.0	13.0	19.0
55152	0.0	4.0	2.0	6.0
55153	2.0	1.0	3.0	6.0
55154	4.0	2.0	2.0	8.0
55156	3.0	2.0	1.0	6.0
55157	3.0	6.0	3.0	12.0
55159	6.0	5.0	8.0	19.0
55160	1.0	2.0	4.0	7.0
55161	4.0	1.0	7.0	12.0
55163	1.0	5.0	2.0	8.0
55164	3.0	2.0	5.0	10.0
55165	8.0	2.0	5.0	15.0
55166	5.0	1.0	2.0	8.0
55167	3.0	3.0	4.0	10.0
55168	4.0	2.0	2.0	8.0
55170	3.0	11.0	12.0	26.0
55171	2.0	1.0	4.0	7.0
55172	5.0	1.0	10.0	16.0
55173	3.0	1.0	2.0	6.0
55174	3.0	1.0	2.0	6.0
55175	1.0	1.0	0.0	2.0
55176	1.0	4.0	3.0	8.0
55177	8.0	2.0	3.0	13.0
55178	2.0	4.0	1.0	7.0
55179	1.0	1.0	4.0	6.0
55180	0.0	0.0	1.0	1.0
55181	2.0	1.0	2.0	5.0
55182	4.0	5.0	8.0	17.0
55183	12.0	1.0	14.0	27.0
55184	0.0	1.0	1.0	2.0
55186	2.0	1.0	5.0	8.0
55187	2.0	0.0	5.0	7.0
55188	5.0	2.0	2.0	9.0
55190	3.0	6.0	4.0	13.0
55191	2.0	4.0	2.0	8.0
55192	2.0	2.0	3.0	7.0
55193	8.0	3.0	13.0	24.0
55194	1.0	1.0	0.0	2.0
55195	0.0	1.0	0.0	1.0
55196	1.0	3.0	2.0	6.0
55197	4.0	2.0	2.0	8.0
55198	14.0	6.0	25.0	45.0
55199	1.0	2.0	1.0	4.0
55200	6.0	3.0	1.0	10.0
55201	16.0	8.0	14.0	38.0
55203	1.0	0.0	1.0	2.0
55204	7.0	2.0	5.0	14.0
55205	1.0	3.0	0.0	4.0
55206	2.0	3.0	2.0	7.0
55207	12.0	7.0	16.0	35.0
55208	3.0	4.0	4.0	11.0
55209	4.0	6.0	8.0	18.0
55210	3.0	3.0	4.0	10.0
55211	2.0	2.0	2.0	6.0
55212	10.0	2.0	19.0	31.0
55213	2.0	0.0	2.0	4.0
55214	8.0	3.0	3.0	14.0
55215	6.0	3.0	3.0	12.0
55216	0.0	2.0	0.0	2.0
55217	2.0	2.0	1.0	5.0
55218	7.0	9.0	6.0	22.0
55219	6.0	3.0	3.0	12.0
55220	0.0	1.0	0.0	1.0
55222	0.0	1.0	0.0	1.0
55223	2.0	6.0	12.0	20.0
55224	3.0	3.0	7.0	13.0
55225	2.0	1.0	0.0	3.0
55226	7.0	8.0	7.0	22.0
55227	2.0	0.0	0.0	2.0
55229	2.0	3.0	1.0	6.0
55230	2.0	2.0	2.0	6.0
55231	0.0	1.0	5.0	6.0
55233	4.0	3.0	2.0	9.0
55234	6.0	1.0	3.0	10.0
55236	2.0	6.0	8.0	16.0
55237	1.0	2.0	1.0	4.0
55238	3.0	5.0	4.0	12.0
55239	4.0	5.0	5.0	14.0
55240	5.0	5.0	6.0	16.0
55243	4.0	3.0	6.0	13.0
55244	5.0	10.0	13.0	28.0
55245	3.0	1.0	1.0	5.0
55246	2.0	2.0	1.0	5.0
55247	3.0	9.0	4.0	16.0
55248	3.0	2.0	2.0	7.0
55249	5.0	2.0	5.0	12.0
55250	5.0	2.0	5.0	12.0
55251	1.0	2.0	1.0	4.0
55252	2.0	4.0	4.0	10.0
55253	0.0	4.0	1.0	5.0
55254	1.0	1.0	4.0	6.0
55255	3.0	2.0	5.0	10.0
55256	4.0	6.0	2.0	12.0
55257	3.0	1.0	10.0	14.0
55258	2.0	4.0	5.0	11.0
55259	3.0	3.0	0.0	6.0
55260	2.0	2.0	1.0	5.0
55262	6.0	2.0	2.0	10.0
55266	1.0	1.0	0.0	2.0
55267	0.0	1.0	0.0	1.0
55268	1.0	1.0	1.0	3.0
55269	7.0	2.0	6.0	15.0
55270	1.0	6.0	9.0	16.0
55272	7.0	5.0	3.0	15.0
55273	4.0	2.0	13.0	19.0
55274	7.0	1.0	12.0	20.0
55275	10.0	1.0	5.0	16.0
55276	5.0	4.0	3.0	12.0
55277	2.0	1.0	3.0	6.0
55278	2.0	3.0	3.0	8.0
55279	1.0	2.0	0.0	3.0
55280	2.0	3.0	2.0	7.0
55281	1.0	1.0	0.0	2.0
55282	0.0	1.0	0.0	1.0
55283	5.0	3.0	4.0	12.0
55284	2.0	5.0	7.0	14.0
55285	1.0	3.0	1.0	5.0
55286	0.0	1.0	0.0	1.0
55287	1.0	0.0	0.0	1.0
55288	3.0	5.0	6.0	14.0
55289	3.0	5.0	3.0	11.0
55290	4.0	3.0	4.0	11.0
55291	4.0	3.0	1.0	8.0
55293	2.0	3.0	5.0	10.0
55294	12.0	8.0	35.0	55.0
