GeneSet	Tissue	Log10PValue	Tissue.Specific.Genes	fold.change	samples	NotIdentifiedCount
34662886_EFO_0004833_GCST90025977_EFO_0004833	Heart Muscle	0	0	0	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Kidney	0	0	0	9	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Liver	0	0	0	10	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Lung	0	0	0	9	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Lymph Node	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Ovary	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Pancreas	0	0	0	2	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Placenta	0	0	0	8	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Prostate	0	0	0	9	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Rectum	0	0	0	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Salivary Gland	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Seminal Vesicle	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Skeletal Muscle	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Skin	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Small Intestine	0	0	0	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Smooth Muscle	0	0	0	3	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Spleen	0.883029530631244	2	20.6273224043716	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Stomach	0	0	0	4	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Testis	0	0	0	10	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Thyroid Gland	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Tonsil	0	0	0	5	0
34662886_EFO_0004833_GCST90025977_EFO_0004833	Urinary Bladder	0	0	0	2	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Adipose Tissue	2.912088818641	3	35.1689440993789	5	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Adrenal Gland	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Appendix	0	0	0	3	0
36809768_EFO_0022265_GCST90269597_EFO_0022265	Bone Marrow	0	0	0	4	0
