trait_pair	EFO	Common Study	Rare Study	g_C	g_R	nShared	Log2SizeOE	J_RC	jaccard_zero	N_C	N_R	binary	Mean_Constraint	DiffRC_Constraint	Mean_GO	DiffRC_GO	Mean_GeneSize	DiffRC_GeneSize	Mean_mRNA	DiffRC_mRNA	Mean_nTissues	DiffRC_nTissues	density_R	density_C	assortativity_RC
34375979_EFO_0004593_GCST90245820_EFO_0004593	EFO_0004593	GCST90245820	34375979	3	6	0	-0.7881191962223449	0.0	1	341214.0	281104.0	1	0.021058493333333334	1.7585348607941522	20.333333333333332	-0.04878048780487805	31056.333333333332	0.21054210342126753	10.65531236518518	1.3221084229910216	17.0	0.375	0.0	1.0	0.0014789873338316
34375979_EFO_0004593_GCST90296696_EFO_0004593	EFO_0004593	GCST90296696	34375979	7	6	0	-0.724039015767268	0.0	1	143441.0	281104.0	1	0.0204914	0.8853563309689105	18.384615384615383	0.16216216216216217	99010.46153846153	-1.296722406608205	8.287355795840453	1.3221084229910216	15.76923076923077	0.375	0.0	0.4761904761904761	0.0040197228593668
34375979_EFO_0004607_GCST90270932_EFO_0004607	EFO_0004607	GCST90270932	34375979	14	26	0	-0.1593115491777658	0.0	1	884325.0	186539.0	1	0.0160034675	0.4305255052743441	14.7	-0.13333333333333333	54168.0	-1.0273828207350495	11.985844769444444	0.46196002252157486	52.175	-0.009569377990430622	0.0184615384615384	0.0109890109890109	-0.0002307474496923
30140000_EFO_0004611_GCST90002412_EFO_0004611	EFO_0004611	GCST90002412	30140000	80	4	0	1.3929552913969008	0.0	1	431167.0	16324.0	0	0.022257294047619048	-0.9411113771266003	17.452380952380953	1.2638036809815951	61804.07142857143	-0.6000401158215771	14.529627302160494	-0.01666509579884796	53.023809523809526	-0.4685714285714286	1.0	0.0319620253164556	0.0014100467637399
31367044_EFO_0004611_GCST90002412_EFO_0004611	EFO_0004611	GCST90002412	31367044	80	8	0	1.461335832595548	0.0	1	431167.0	12519.0	0	0.021117665	-1.5755327178749965	17.59090909090909	0.9743589743589743	58511.90909090909	-1.3750634229711325	13.498556671548823	-1.3020720808389075	50.04545454545455	-1.3488372093023255	0.3928571428571428	0.0319620253164556	0.0016729052844858
34375979_EFO_0004611_GCST90002412_EFO_0004611	EFO_0004611	GCST90002412	34375979	80	10	0	1.359272181798447	0.0	1	431167.0	256046.0	0	0.02058157222222222	-1.742588905621774	16.666666666666668	0.6666666666666666	59049.333333333336	-0.8371701480475459	13.49524186893004	-0.9570534007917993	49.22222222222222	-1.323076923076923	0.5333333333333333	0.0319620253164556	0.0033100925152875
36280733_EFO_0004611_GCST90002412_EFO_0004611	EFO_0004611	GCST90002412	36280733	80	12	1	1.5561939745440871	0.01098901098901099	0	431167.0	74962.0	0	0.020167166086956522	-1.744116409468544	17.47826086956522	0.7755102040816326	59415.80434782609	-0.5944625490749532	13.778287721980677	-0.5033979700409533	48.391304347826086	-1.323076923076923	0.4848484848484848	0.0319620253164556	0.0036108478722258
36564505_EFO_0004611_GCST90002412_EFO_0004611	EFO_0004611	GCST90002412	36564505	80	7	0	1.4444390040343524	0.0	1	431167.0	200000.0	0	0.02165073459770115	-1.0939187056077773	18.45977011494253	1.178082191780822	60425.34482758621	-0.747880158281515	13.975348399127288	-0.6377147578082302	50.701149425287355	-1.2238805970149254	0.7142857142857143	0.0319620253164556	0.0022416970611608
30140000_EFO_0004611_GCST90019512_EFO_0004611	EFO_0004611	GCST90019512	30140000	202	4	4	1.857464828955792	0.019801980198019802	0	355197.0	16324.0	0	0.013224838834951456	-0.4685771989128333	16.980582524271846	1.2242424242424241	42460.961165048546	-0.2244515905992551	12.015586053811578	0.177412585551793	52.62135922330097	-0.4508670520231214	1.0	0.0520664006699177	0.009397717623702
31367044_EFO_0004611_GCST90019512_EFO_0004611	EFO_0004611	GCST90019512	31367044	202	8	5	1.892918819624705	0.024390243902439025	0	355197.0	12519.0	0	0.012919326761904762	-1.3207245722539338	17.047619047619047	0.9243697478991597	41449.828571428574	-1.1385079791639825	11.631404860952381	-1.1828073328789943	51.38095238095238	-1.3385826771653544	0.3928571428571428	0.0520664006699177	0.0095387807870929
34375979_EFO_0004611_GCST90019512_EFO_0004611	EFO_0004611	GCST90019512	34375979	202	10	7	1.843609267402428	0.03414634146341464	0	355197.0	256046.0	0	0.012769083018867923	-1.5761776942692258	16.660377358490567	0.6086956521739131	41838.943396226416	-0.48820919915946764	11.64761227314815	-0.8002518552756257	51.0188679245283	-1.3125	0.5333333333333333	0.0520664006699177	0.0104805027699595
36280733_EFO_0004611_GCST90019512_EFO_0004611	EFO_0004611	GCST90019512	36280733	202	12	8	1.795799363916485	0.038834951456310676	0	355197.0	74962.0	0	0.012663941028037383	-1.5785815058967942	17.009345794392523	0.72	42157.33644859813	-0.21840299235648072	11.786563103392178	-0.317205523693641	50.64485981308411	-1.3125	0.4848484848484848	0.0520664006699177	0.0100356525122752
36564505_EFO_0004611_GCST90019512_EFO_0004611	EFO_0004611	GCST90019512	36564505	202	7	6	1.920174096164718	0.029556650246305417	0	355197.0	200000.0	0	0.01310200004784689	-0.6584715891007663	17.406698564593302	1.135135135135135	42164.69377990431	-0.387354213628663	11.820944231711856	-0.4579393096017273	51.66028708133971	-1.2121212121212122	0.7142857142857143	0.0520664006699177	0.0092485387526668
30140000_EFO_0004611_GCST90239612_EFO_0004611	EFO_0004611	GCST90239612	30140000	31	4	2	1.651326919023422	0.06060606060606061	0	76650.0	16324.0	0	0.016858839999999996	-0.7397225809218395	21.771428571428572	1.2242424242424241	41659.02857142857	-0.2248221261388166	10.429128127671957	0.36080272622679244	49.885714285714286	-0.4327485380116959	1.0	0.0903225806451612	0.0064138888357215
31367044_EFO_0004611_GCST90239612_EFO_0004611	EFO_0004611	GCST90239612	31367044	31	8	2	1.6885621964719515	0.05405405405405406	0	76650.0	12519.0	0	0.014841056923076924	-1.473191316006875	21.641025641025642	0.9243697478991597	36296.717948717946	-1.1387616156040115	8.52317379957265	-1.0545518346760967	43.48717948717949	-1.328	0.3928571428571428	0.0903225806451612	0.0076317388117726
34375979_EFO_0004611_GCST90239612_EFO_0004611	EFO_0004611	GCST90239612	34375979	31	10	4	1.7202607251792972	0.10810810810810811	0	76650.0	256046.0	0	0.013970443902439024	-1.676885809077259	19.414634146341463	0.6086956521739131	38560.09756097561	-0.48856209150326796	8.758599007091238	-0.6376550116395775	42.0	-1.3015873015873016	0.5333333333333333	0.0903225806451612	0.0093028347078444
36280733_EFO_0004611_GCST90239612_EFO_0004611	EFO_0004611	GCST90239612	36280733	31	12	5	1.7351552017027316	0.13157894736842105	0	76650.0	74962.0	0	0.013391301860465115	-1.678769737273144	21.023255813953487	0.72	40297.16279069767	-0.2187737794051653	9.584494453703705	-0.13279557753181417	40.55813953488372	-1.3015873015873016	0.4848484848484848	0.0903225806451612	0.0089698116924479
36564505_EFO_0004611_GCST90239612_EFO_0004611	EFO_0004611	GCST90239612	36564505	31	7	4	1.947379441958469	0.11764705882352941	0	76650.0	200000.0	0	0.015896331842105264	-0.9108296480920244	23.736842105263158	1.135135135135135	40092.86842105263	-0.3877153935525413	9.483844784502924	-0.27748740044421016	44.81578947368421	-1.2	0.7142857142857143	0.0903225806451612	0.0056187702871452
30140000_EFO_0004611_GCST90239655_EFO_0004611	EFO_0004611	GCST90239655	30140000	222	4	2	1.5285612618934528	0.008928571428571428	0	1654960.0	16324.0	0	0.0200761889380531	-0.842176319224772	16.893805309734514	1.2242424242424241	60211.676991150445	-0.562945443410869	11.467142704662406	0.22434013096551422	52.65486725663717	-0.4508670520231214	1.0	0.0347315641433288	0.0050379539511823
31367044_EFO_0004611_GCST90239655_EFO_0004611	EFO_0004611	GCST90239655	31367044	222	8	3	1.640816581224552	0.013215859030837005	0	1654960.0	12519.0	0	0.019678089217391306	-1.5263269838793814	16.956521739130434	0.9243697478991597	58979.760869565216	-1.3533974815050183	11.125906717254427	-1.1515482842201623	51.52173913043478	-1.3385826771653544	0.3928571428571428	0.0347315641433288	0.0051705179751341
34375979_EFO_0004611_GCST90239655_EFO_0004611	EFO_0004611	GCST90239655	34375979	222	10	2	1.6037666067864915	0.008695652173913044	0	1654960.0	256046.0	0	0.01948253232758621	-1.7111846332189347	16.603448275862068	0.6086956521739131	59184.21120689655	-0.8034671733066924	11.14507468136175	-0.7600601927778113	51.189655172413794	-1.3125	0.5333333333333333	0.0347315641433288	0.0067370647648115
36280733_EFO_0004611_GCST90239655_EFO_0004611	EFO_0004611	GCST90239655	36280733	222	12	4	1.593150600553224	0.017391304347826087	0	1654960.0	74962.0	0	0.019328996923076925	-1.7128841967724313	16.923076923076923	0.72	59327.14102564102	-0.557302092332329	11.276444565360874	-0.2708243273724794	50.84615384615385	-1.3125	0.4848484848484848	0.0347315641433288	0.0062337488490334
36564505_EFO_0004611_GCST90239655_EFO_0004611	EFO_0004611	GCST90239655	36564505	222	7	2	1.667239491045394	0.00881057268722467	0	1654960.0	200000.0	0	0.019874322751091706	-1.004428010675204	17.283842794759824	1.135135135135135	59708.742358078605	-0.7127634012639907	11.29668501570435	-0.412780078877344	51.777292576419214	-1.2121212121212122	0.7142857142857143	0.0347315641433288	0.0055082385668897
30140000_EFO_0004611_GCST90278638_EFO_0004611	EFO_0004611	GCST90278638	30140000	28	4	1	1.6239986292080304	0.03225806451612903	0	92615.0	16324.0	0	0.012397130624999999	-0.44439158812916174	23.625	1.1666666666666667	67135.0625	-0.7146911195999641	9.673163544328704	0.4537129198507615	49.25	-0.4235294117647059	1.0	0.074074074074074	0.0066577050094455
31367044_EFO_0004611_GCST90278638_EFO_0004611	EFO_0004611	GCST90278638	31367044	28	8	1	1.4513855943827896	0.02857142857142857	0	92615.0	12519.0	0	0.010706944444444443	-1.3062145490358927	23.27777777777778	0.8524590163934426	58495.22222222222	-1.4399157552114497	7.692375753703704	-0.9827770245077044	42.388888888888886	-1.3225806451612903	0.3928571428571428	0.074074074074074	0.0076584592900185
34375979_EFO_0004611_GCST90278638_EFO_0004611	EFO_0004611	GCST90278638	34375979	28	10	0	1.2436904767904544	0.0	1	92615.0	256046.0	0	0.009985183684210525	-1.5664119244615673	20.789473684210527	0.5263157894736842	59768.94736842105	-0.940316064031095	7.990113374756335	-0.5492625547857374	40.8421052631579	-1.296	0.5333333333333333	0.074074074074074	0.0139526681181938
36280733_EFO_0004611_GCST90278638_EFO_0004611	EFO_0004611	GCST90278638	36280733	28	12	2	1.6694362052814862	0.05263157894736842	0	92615.0	74962.0	0	0.009561868999999999	-1.5688644474748135	22.45	0.6407766990291263	60575.85	-0.7093435878585668	8.91637526148148	-0.03603666009097279	39.35	-1.296	0.4848484848484848	0.074074074074074	0.0123094747663196
36564505_EFO_0004611_GCST90278638_EFO_0004611	EFO_0004611	GCST90278638	36564505	28	7	1	1.5067191232675068	0.029411764705882353	0	92615.0	200000.0	0	0.011734554	-0.6356274358794838	25.6	1.0728476821192052	63251.0	-0.8557520365587125	8.711652878888888	-0.18183458261894922	43.8	-1.193798449612403	0.7142857142857143	0.074074074074074	0.0084255982714861
31367044_EFO_0004614_GCST010241_EFO_0004614	EFO_0004614	GCST010241	31367044	212	16	6	1.769190354128912	0.02702702702702703	0	393193.0	14458.0	0	0.021029904736842107	-1.0990048267373522	15.631578947368421	0.46153846153846156	83629.08771929824	-0.8676779616495929	14.224680134827807	-0.39769760373624546	52.63157894736842	-0.4406779661016949	0.2	0.0308503979254225	0.0068143365462015
36809768_EFO_0004614_GCST010241_EFO_0004614	EFO_0004614	GCST010241	36809768	212	46	15	1.78176179444165	0.06172839506172839	0	393193.0	98147.0	0	0.01964732519379845	-0.9187344626807604	15.713178294573643	0.23529411764705882	76233.18992248063	-1.1083212847832373	15.492510649583691	0.30342558281619497	53.82170542635659	-0.018691588785046728	0.1381642512077294	0.0308503979254225	0.0083655242444059
31367044_EFO_0004614_GCST90019495_EFO_0004614	EFO_0004614	GCST90019495	31367044	157	16	10	1.8820212761057684	0.06134969325153374	0	323833.0	14458.0	0	0.014848423005780344	-0.8375186819708649	17.647398843930635	0.34146341463414637	48901.867052023124	-0.37439456968782775	14.016238799828733	-0.39034947237182016	51.28901734104046	-0.4228571428571429	0.2	0.0482606565409113	0.0060342123557208
36809768_EFO_0004614_GCST90019495_EFO_0004614	EFO_0004614	GCST90019495	36809768	157	46	24	1.9317332831009897	0.1340782122905028	0	323833.0	98147.0	0	0.014004772413793103	-0.6280911872794623	17.45320197044335	0.1111111111111111	44634.25615763547	-0.6712981683913265	15.658374331143955	0.31089012396847404	53.0	0.0	0.1381642512077294	0.0482606565409113	0.0077218540350267
31367044_EFO_0004614_GCST90025955_EFO_0004614	EFO_0004614	GCST90025955	31367044	23	16	6	2.1712008416929693	0.18181818181818182	0	398508.0	14458.0	0	0.008877543076923077	-0.487042611687485	26.94871794871795	-0.18867924528301888	49483.179487179485	-0.538759772038728	11.076179627730294	-0.20958032582340233	36.56410256410256	-0.09655172413793103	0.2	0.4071146245059288	0.0174706274394438
36809768_EFO_0004614_GCST90025955_EFO_0004614	EFO_0004614	GCST90025955	36809768	23	46	10	1.9550654680250248	0.1694915254237288	0	398508.0	98147.0	0	0.008991533333333333	-0.25334139333239253	22.333333333333332	-0.4166666666666667	36675.0	-0.8205553692163751	17.185676555555553	0.48842801179909484	48.0	0.32967032967032966	0.1381642512077294	0.4071146245059288	0.0177755119982268
31367044_EFO_0004614_GCST90091649_EFO_0004614	EFO_0004614	GCST90091649	31367044	3	16	2	2.0033274067179128	0.11764705882352941	0	5705.0	14458.0	0	0.006707368421052631	-0.23683693133125128	27.63157894736842	-0.647887323943662	39389.57894736842	-0.620946135082177	9.312590835672513	0.3164532376605423	34.26315789473684	0.044444444444444446	0.2	0.3333333333333333	0.0083598739544675
36809768_EFO_0004614_GCST90091649_EFO_0004614	EFO_0004614	GCST90091649	36809768	3	46	2	1.707134793405524	0.0425531914893617	0	5705.0	98147.0	0	0.008196563673469387	0.004365048078480357	20.714285714285715	-0.8484848484848485	27533.326530612245	-0.8937983255423775	18.99550821897203	0.9461026329622692	51.775510204081634	0.46511627906976744	0.1381642512077294	0.3333333333333333	0.014169992604213
31367044_EFO_0004614_GCST90301945_EFO_0004614	EFO_0004614	GCST90301945	31367044	34	16	5	1.82219431863464	0.1111111111111111	0	136016.0	14458.0	0	0.028447403600000004	-1.4310959468516087	21.28	0.18181818181818182	61754.68	-0.735305712687833	13.053369733333332	-0.4011483933417867	47.08	-0.4228571428571429	0.2	0.1283422459893048	0.0098642010288154
36809768_EFO_0004614_GCST90301945_EFO_0004614	EFO_0004614	GCST90301945	36809768	34	46	9	1.7817983406569282	0.1267605633802817	0	136016.0	98147.0	0	0.0212070225	-1.3023112336507452	19.425	-0.05128205128205128	46105.8125	-0.9942142581153435	17.58136454398148	0.2999132126760191	53.0	0.0	0.1381642512077294	0.1283422459893048	0.0143276199219582
34375979_EFO_0004615_GCST010243_EFO_0004615	EFO_0004615	GCST010243	34375979	132	9	4	1.5780213239256882	0.029197080291970802	0	439214.0	255235.0	0	0.02228229117021276	-1.6789359411591185	18.085106382978722	0.6666666666666666	82268.10638297872	-1.0889629948364887	12.82308930496454	-0.29342913099331075	51.851063829787236	-0.4090909090909091	0.3333333333333333	0.0574832292389544	0.0058766699501637
36809768_EFO_0004615_GCST010243_EFO_0004615	EFO_0004615	GCST010243	36809768	132	161	35	1.9018474887313508	0.13565891472868216	0	439214.0	391332.0	0	0.013155197781569967	-1.3558134504852373	14.802047781569966	-0.26666666666666666	54014.784982935154	-1.0274914995123752	11.742281789388194	-0.19853808055099928	53.0	0.0	0.0447204968944099	0.0574832292389544	0.0089482599672893
34375979_EFO_0004615_GCST90025952_EFO_0004615	EFO_0004615	GCST90025952	34375979	9	9	5	2.182948041841997	0.38461538461538464	0	435744.0	255235.0	0	0.0019756824999999497	0.09031056356469455	36.5	-0.136986301369863	34025.5	-0.5065906452513556	10.055969972222222	-0.07074477686558181	24.0	0.9166666666666666	0.3333333333333333	0.4444444444444444	0.011043707223274
36809768_EFO_0004615_GCST90025952_EFO_0004615	EFO_0004615	GCST90025952	36809768	9	161	6	1.711371089105662	0.036585365853658534	0	435744.0	391332.0	0	0.004401365764705883	0.8261687941982634	14.376470588235295	-1.0	28464.63529411765	-0.42584902440411854	10.667296657592592	0.02559229793044367	50.88235294117647	1.2121212121212122	0.0447204968944099	0.4444444444444444	0.0102377512804889
34375979_EFO_0004615_GCST90092809_EFO_0004615	EFO_0004615	GCST90092809	34375979	36	9	3	1.5851101857250969	0.07142857142857142	0	115082.0	255235.0	0	0.006388374999999899	-1.1336837931895511	23.6	0.4727272727272727	34886.2	-0.37818170212086877	11.924939400000001	-0.2507366210147382	47.0	-0.35294117647058826	0.3333333333333333	0.1047619047619047	0.0065021791260143
36809768_EFO_0004615_GCST90092809_EFO_0004615	EFO_0004615	GCST90092809	36809768	36	161	17	1.9707991404184777	0.09444444444444444	0	115082.0	391332.0	0	0.005076887157360388	-0.4874277705090832	14.461928934010153	-0.47058823529411764	29423.39086294416	-0.295219319862001	11.01043271721188	-0.15538102324649508	52.45177664974619	0.05825242718446602	0.0447204968944099	0.1047619047619047	0.0098965116509206
34375979_EFO_0004615_GCST90246545_EFO_0004615	EFO_0004615	GCST90246545	34375979	3	9	0	0.9402509612305164	0.0	1	10708.0	255235.0	0	0.0040004762499999255	-1.3042873995071924	30.5	0.5185185185185185	25608.25	-0.03119006567349232	10.534201986111112	-0.29342913099331075	38.5	-0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0108100289462781
36809768_EFO_0004615_GCST90246545_EFO_0004615	EFO_0004615	GCST90246545	36809768	3	161	2	1.100711207423045	0.012345679012345678	0	10708.0	391332.0	0	0.004638265914634147	-0.7338779873679104	13.128048780487806	-0.42424242424242425	27645.29268292683	0.05419048326033702	10.724654854415085	-0.19853808055099928	52.926829268292686	0.0784313725490196	0.0447204968944099	0.3333333333333333	0.0097371603861796
34375979_EFO_0004615_GCST90301946_EFO_0004615	EFO_0004615	GCST90301946	34375979	25	9	0	1.6937025078107857	0.0	1	136016.0	255235.0	0	0.007757781029411737	-1.3042873995071924	23.705882352941178	0.5185185185185185	54918.029411764706	-0.8825825462621909	12.214883943355119	-0.29972113660294447	47.5	-0.39080459770114945	0.3333333333333333	0.12	0.0122357691513111
36809768_EFO_0004615_GCST90301946_EFO_0004615	EFO_0004615	GCST90301946	36809768	25	161	16	1.7335237229545657	0.09411764705882353	0	136016.0	391332.0	0	0.005249647580645162	-0.7338779873679104	13.940860215053764	-0.42424242424242425	32762.05376344086	-0.8125388890080889	11.009349604111907	-0.2049061058865967	52.865591397849464	0.01904761904761905	0.0447204968944099	0.12	0.011429064388648
34226706_EFO_0004617_GCST90019504_EFO_0004617	EFO_0004617	GCST90019504	34226706	138	26	10	1.23903662505351	0.06493506493506493	0	355752.0	437846.0	0	0.012942992500000002	-0.6520442404122985	14.841463414634147	-0.06896551724137931	60077.7256097561	-0.760266900090679	9.532084779065045	0.03421568384092043	47.98780487804878	-0.4578313253012048	0.0646153846153846	0.024330900243309	0.0059120458194758
34375979_EFO_0004617_GCST90019504_EFO_0004617	EFO_0004617	GCST90019504	34375979	138	9	5	0.8567029433503304	0.035211267605633804	0	355752.0	256492.0	0	0.013772849387755104	-0.3636553450943877	15.73469387755102	0.5714285714285714	64685.489795918365	-0.3298014006804316	9.750158103174607	0.37785747858287017	51.183673469387756	0.05714285714285714	0.0277777777777777	0.024330900243309	0.0043199417987292
34662886_EFO_0004617_GCST90019504_EFO_0004617	EFO_0004617	GCST90019504	34662886	138	20	8	1.0370076480089758	0.05333333333333334	0	355752.0	412028.597826087	0	0.014537445569620255	0.2467483197114821	16.518987341772153	0.5714285714285714	63098.58860759494	-0.3914625008514793	9.443803371776845	-0.03042665770034235	50.936708860759495	-0.009852216748768473	0.0947368421052631	0.024330900243309	0.0057551327280185
36809768_EFO_0004617_GCST90019504_EFO_0004617	EFO_0004617	GCST90019504	36809768	138	230	51	1.403488010955042	0.1608832807570978	0	355752.0	393300.0	0	0.00909045312499994	-0.7852276168553703	14.0625	-0.10526315789473684	47045.875	-0.5914924609267351	10.029306731481482	0.08864075839362782	52.25	0.038461538461538464	0.022707423580786	0.024330900243309	0.0064076131886329
37262146_EFO_0004617_GCST90019504_EFO_0004617	EFO_0004617	GCST90019504	37262146	138	38	10	0.9755175422116206	0.060240963855421686	0	355752.0	402826.0	0	0.016254621590909093	0.5356571902473117	15.431818181818182	0.125	67692.38636363637	0.12319754802380697	9.651125604482326	0.08035757255206706	51.0	0.0	0.0796586059743954	0.024330900243309	0.0054089495134211
34226706_EFO_0004617_GCST90025945_EFO_0004617	EFO_0004617	GCST90025945	34226706	15	26	8	1.821335722380336	0.24242424242424243	0	437846.0	437846.0	0	0.006898976097560975	0.09459558144902895	17.658536585365855	-0.5263157894736842	75566.70731707317	-1.3603003223921935	10.064195987533877	-0.06846496498398891	38.21951219512195	-0.41975308641975306	0.0646153846153846	0.0380952380952381	0.0068708686901318
34375979_EFO_0004617_GCST90025945_EFO_0004617	EFO_0004617	GCST90025945	34375979	15	9	3	1.987024210974747	0.14285714285714285	0	437846.0	256492.0	0	0.007700671249999999	0.3982700168124257	25.125	0.11764705882352941	114760.625	-1.0678196283328312	11.776807203703703	0.27793118979249903	50.875	0.0970873786407767	0.0277777777777777	0.0380952380952381	0.0017855321276463
34662886_EFO_0004617_GCST90025945_EFO_0004617	EFO_0004617	GCST90025945	34662886	15	20	6	2.104867060440619	0.20689655172413793	0	437846.0	412028.597826087	0	0.013060675714285715	0.9394381087930925	25.714285714285715	0.11764705882352941	91859.0	-1.1126120483618016	9.756887556084653	-0.13294343177226456	49.857142857142854	0.03015075376884422	0.0947368421052631	0.0380952380952381	0.0049498641024301
36809768_EFO_0004617_GCST90025945_EFO_0004617	EFO_0004617	GCST90025945	36809768	15	230	8	1.717758315918914	0.03375527426160337	0	437846.0	393300.0	0	0.006144873469387661	-0.058348539621531414	14.142857142857142	-0.56	43095.38775510204	-1.2510486418028004	10.367979628193496	-0.014011655108937725	52.755102040816325	0.0784313725490196	0.022707423580786	0.0380952380952381	0.0050292496262415
37262146_EFO_0004617_GCST90025945_EFO_0004617	EFO_0004617	GCST90025945	37262146	15	38	4	2.005246709537256	0.08163265306122448	0	437846.0	402826.0	0	0.019264540566037738	1.157028974283793	18.9811320754717	-0.34146341463414637	97346.18867924529	-0.7036077146208298	10.339023360587	-0.022308969000188646	50.43396226415094	0.04	0.0796586059743954	0.0380952380952381	0.0039196682457889
34226706_EFO_0004617_GCST90100559_EFO_0004617	EFO_0004617	GCST90100559	34226706	12	26	0	0.5691298901622859	0.0	1	460858.0	437846.0	0	0.02387163605263158	-1.5757524809295484	14.0	0.0	49671.0	-1.036962841716952	9.647301947076025	0.05385811017994709	36.89473684210526	-0.389937106918239	0.0646153846153846	0.106060606060606	0.0054018498102119
34375979_EFO_0004617_GCST90100559_EFO_0004617	EFO_0004617	GCST90100559	34375979	12	9	0	0.4462004467597831	0.0	1	460858.0	256492.0	0	0.03852763142857143	-1.4435192613500036	19.571428571428573	0.6341463414634146	73500.85714285714	-0.6557853358400273	11.267086256613755	0.3967724040562784	50.285714285714285	0.12807881773399016	0.0277777777777777	0.106060606060606	0.0026632105111976
34662886_EFO_0004617_GCST90100559_EFO_0004617	EFO_0004617	GCST90100559	34662886	12	20	0	0.4644744409982777	0.0	1	460858.0	412028.597826087	0	0.03379336875	-1.0789719078866946	22.125	0.6341463414634146	62635.25	-0.7120645771216639	9.23301571759259	-0.010776788901800371	49.375	0.061224489795918366	0.0947368421052631	0.106060606060606	0.0044808184143933
36809768_EFO_0004617_GCST90100559_EFO_0004617	EFO_0004617	GCST90100559	36809768	12	230	3	0.7480444135203373	0.012552301255230125	0	460858.0	393300.0	0	0.0088006535123966	-1.6303894011892643	13.524793388429751	-0.03636363636363636	38626.5826446281	-0.890719044426272	10.306282840526473	0.10824509949853432	52.72727272727273	0.10945273631840796	0.022707423580786	0.106060606060606	0.0050865228744474
37262146_EFO_0004617_GCST90100559_EFO_0004617	EFO_0004617	GCST90100559	37262146	12	38	1	0.3334237337251918	0.02040816326530612	0	460858.0	402826.0	0	0.032905696	-0.8485810954040588	16.28	0.1935483870967742	78972.22	-0.22379511337040295	10.03867353222222	0.09996958566579528	50.16	0.07106598984771574	0.0796586059743954	0.106060606060606	0.0034813765873795
34226706_EFO_0004617_GCST90134481_EFO_0004617	EFO_0004617	GCST90134481	34226706	4	26	0	-0.3741989813668595	0.0	1	350016.0	437846.0	0	0.006632401	0.7175037683621359	13.8	0.11320754716981132	28571.333333333332	0.28842339509457693	10.029294912469139	-0.15484255398108	32.6	-0.13138686131386862	0.0646153846153846	0.1666666666666666	0.0062850514450241
34375979_EFO_0004617_GCST90134481_EFO_0004617	EFO_0004617	GCST90134481	34375979	4	9	0	-0.1581498313136693	0.0	1	350016.0	256492.0	0	0.007763855384615383	0.9706876635686148	22.53846153846154	0.7341772151898734	39473.846153846156	0.7237112658273511	13.145398828774928	0.19248236615083208	48.61538461538461	0.3867403314917127	0.0277777777777777	0.1666666666666666	0.0017505452011741
34662886_EFO_0004617_GCST90134481_EFO_0004617	EFO_0004617	GCST90134481	34662886	4	20	0	-0.2729490033165249	0.0	1	350016.0	412028.597826087	0	0.015551569166666668	1.3693152831234314	24.583333333333332	0.7341772151898734	40582.083333333336	0.6676909404490236	9.572411514506172	-0.21892040349332675	48.166666666666664	0.3218390804597701	0.0947368421052631	0.1666666666666666	0.0045623718645335
36809768_EFO_0004617_GCST90134481_EFO_0004617	EFO_0004617	GCST90134481	36809768	4	230	0	-0.2927817492278458	0.0	1	350016.0	393300.0	0	0.006075247905982808	0.5806790866967692	13.482905982905983	0.07692307692307693	35543.91025641026	0.47210226291242013	10.3777855589427	-0.10058826472543382	52.717948717948715	0.3687150837988827	0.022707423580786	0.1666666666666666	0.0049172438176896
37262146_EFO_0004617_GCST90134481_EFO_0004617	EFO_0004617	GCST90134481	37262146	4	38	0	-0.169508162661999	0.0	1	350016.0	402826.0	0	0.02231273	1.5133128677956496	16.571428571428573	0.3050847457627119	69482.21428571429	1.0841884014454188	10.386072618959433	-0.10886351058818562	49.61904761904762	0.3314285714285714	0.0796586059743954	0.1666666666666666	0.0031960408525729
34375979_EFO_0004627_GCST90102623_EFO_0004627	EFO_0004627	GCST90102623	34375979	3	12	1	1.4142454248226084	0.07142857142857142	0	27520.0	255118.0	0	0.021891979999999995	-0.7052121589731446	28.4	-0.5693430656934306	36686.6	-1.5808759516345723	8.022495089185188	0.4009939616105064	31.2	-0.5034013605442177	0.3939393939393939	0.0	0.0083952027426098
34662886_EFO_0004627_GCST90102623_EFO_0004627	EFO_0004627	GCST90102623	34662886	3	22	1	1.3846073441093882	0.041666666666666664	0	27520.0	409902.6190476191	0	0.0092833096	-1.4949070274274208	18.04	-1.0085470085470085	30205.68	-1.5138036863734958	8.37967074640741	0.4170021514784258	28.84	-0.5379310344827586	0.1168831168831168	0.0	0.0067961024727069
36088354_EFO_0004627_GCST90102623_EFO_0004627	EFO_0004627	GCST90102623	36088354	3	6	0	1.0092042707987283	0.0	1	27520.0	181758.0	0	0.02524439999999993	-0.6520869873007484	25.666666666666668	-0.9090909090909091	48433.666666666664	-1.698608644168147	7.198904603703704	0.32361525680484904	28.666666666666668	-0.7878787878787878	0.6	0.0	0.0099172426345233
36809768_EFO_0004627_GCST90102623_EFO_0004627	EFO_0004627	GCST90102623	36809768	3	310	1	1.0652288422461549	0.003205128205128205	0	27520.0	391189.0	0	0.009477184185303513	-1.2125762726398772	13.297124600638977	-1.087719298245614	29837.338658146964	-1.2482061148086523	10.077269133735655	0.5546496065396782	52.932907348242814	0.1414141414141414	0.0259108466436997	0.0	0.0038687295212486
